fault	היה **פגם** במנוע שגרם לתקלה.
fever	לילד היה **חום** והוא היה צריך לנוח במיטה.
field	חקלאות היא **תחום** הלימוד שלה באוניברסיטה.
financial	בעיות **כספיות** אילצו את החברה לצמצם עלויות.
fishing	הוא נהנה **לדוג** פורלים בנחלי ההרים.
fit	היא שמרה על **כושר** בכך שרצה חמישה מיילים כל בוקר.
flat	הקרקע באזור הזה **שטוחה** מאוד עם מעט גבעות.
flew	המטוס **עף** גבוה מעל העננים במסעו הארוך.
flip	היא אוהבת **לזרוק** מטבע בכל פעם שהיא לא מצליחה להחליט על משהו.
fool	אל תהיה **טיפש**; תמיד חגור חגורת בטיחות ברכב.
for instance	לצמחים מסוימים דרוש צל; **לדוגמה**, שרכים גדלים באופן טבעי מתחת לעצים גבוהים.
foreign	היא למדה שפות **זרות** כולל צרפתית וספרדית.
forgive	אני מקווה שתוכל **לסלוח** לי על האיחור.
form	העננים החלו **ליצור** צורות מעניינות בשמיים.
frame	היא הניחה את התמונה **במסגרת** עץ לתצוגה.
friendship	**החברות** ביניהם נמשכה יותר מארבעים שנה למרות המרחק.
function	**התפקוד** העיקרי של הלב הוא לשאוב דם.
garbage	אנא הוצא את פח **הזבל** לפני שהאוכל הרקוב יתחיל להסריח.
gene	הוא ירש **גן** לשיער אדום מאביו.
generation	**הדור** הזה גדל עם מחשבים וסמארטפונים.
gentle	היא דיברה בקול **עדין** כדי להרגיע את הילד המפוחד.
governor	**המושל** ביקר בבית החולים החדש והודה לרופאים שם.
grade	בתי לומדת **בכיתה** ה' בבית הספר החדש שלה.
grandson	**הנכד** שלה מבקר בכל יום ראשון לארוחת ערב וסיפורים.
guide	שומר הפארק **ידריך** אותנו בבטחה דרך המערה החשוכה.
guilty	חבר המושבעים קבע שהוא **אשם** בפשע.
hall	תלמידים מיהרו ברעש לאורך **המסדרון** הארוך בין שיעורי הבוקר שלהם.
harm	עישון עלול **לפגוע** בריאות שלך ובבריאותך הכללית.
heat	השמש מספקת **חום** ששומר על כדור הארץ חם.
height	**הגובה** של ההר הפך את הטיפוס לקשה מאוד.
highway	התנועה **בכביש הראשי** הייתה תקועה לאורך קילומטרים רבים.
hill	טיפסנו על **הגבעה** כדי לראות את הנוף מלמעלה.
honest	היא נשארה **הגונה** עם הבוס שלה, גם כשהאמת הייתה מביכה.
honor	הטקס נועד **לכבד** את הכבאים האמיצים שהצילו חיים.
host	היא נהנית **לארח** מסיבות ולכנס חברים לארוחת ערב בכל סוף שבוע.
however	מזג האוויר היה גרוע; **למרות זאת**, המשכנו בטיול ברגל בכל זאת.
hunger	הוא לא אכל כל היום והרגיש **רעב** עז עד הערב.
hunt	הוא החליט **לצוד** איילים בהרים בסתיו הזה.
hunter	**הצייד** עקב אחרי החיה הפצועה ביער במשך שעות.
ignore	היא בחרה **להתעלם** מהתגובות השליליות ולהתמקד בעצמה.
ill	הוא **חלה** בחום גבוה ונשאר בבית במקום ללכת לעבודה.
illegal	נהיגה בלי רישיון בתוקף היא **לא חוקית** ברוב המדינות כיום.
image	**התמונה** של השקיעה השתקפה בצורה מושלמת באגם השקט.
imagine	נסה **לדמיין** את עצמך חי באי טרופי מרוחק.
immediately	הוא קיבל את החבילה **ומיד** פתח אותה לבדיקה.
impact	למדיניות החדשה הייתה **השפעה** משמעותית על התפוקה של החברה.
impressive	ההופעה שלה הייתה כל כך **מרשימה** שהקהל קם ומחא כפיים.
in general	**באופן כללי**, חתולים מעדיפים סביבות שקטות ונמנעים מרעשים חזקים.
include	המחיר **כולל** ארוחת בוקר, ארוחת צהריים וסיור אוטובוס בעיר.
incredible	זה היה **מדהים** לראות את הקבוצה מנצחת נגד כל הסיכויים.
independent	היא הפכה **לעצמאית** אחרי שעברה לדירה משלה.
influence	למורים יש **השפעה** חזקה על ההצלחה הלימודית של התלמידים שלהם.
injury	הספורטאי סבל **מפציעה** קשה והחסיר שלושה משחקים.
inner	היא נאבקה בשדים **הפנימיים** שלה ופנתה לעזרה מקצועית.
instant	היא נתנה תשובה **מיידית** להודעת הטקסט הדחופה שלו.
instead	לא היה לנו חלב, אז השתמשתי בשמנת **במקום זאת**.
instead of	**במקום** קפה, הוא הזמין תה לארוחת הבוקר.
intelligence	**האינטליגנציה** שלו עזרה לו לפתור את בעיית המתמטיקה המורכבת.
intense	החום היה כל כך **עז** שאנשים לא יכלו להישאר בחוץ.
introduce	תן לי **להציג** לך את השותפה שלי לדירה מהקולג', שרה.
investigate	המשטרה **חקרה** את השוד ומצאה את התכשיטים הגנובים.
invisible	הכתם היה **בלתי נראה** לעין בלתי מזוינת.
judge	אל **תשפוט** אחרים לפי המראה או הרקע שלהם.
kingdom	**הממלכה** נשלטה בידי מלך חכם וצודק.
kitchen	אמא מכינה את כל הארוחות **במטבח** הגדול.
knees	הוא נפל על **ברכיו** כששמע את החדשות העצובות.
knowledge	**הידע** שלה בהיסטוריה עתיקה הרשים את כל פרופסורי האוניברסיטה.
known	המסעדה הזאת **ידועה** בכך שהיא מגישה את הפיצה הכי טובה בעיר.
lake	**האגם** היפה היה מוקף בעצי מחט גבוהים.
lawyer	**עורכת הדין** הציגה את התיק שלה בפני השופט.
lecture	הפרופסור נתן **הרצאה** ארוכה על אדריכלות רומית עתיקה.
led to	החקירה **הובילה** למעצרם של שלושה חשודים.
license	אתה צריך **רישיון** כדי להפעיל סירת דיג.
limit	**מגבלת** המהירות בכביש המהיר היא שבעים מייל לשעה.
lip	היה לה צלקת על **השפה** העליונה מהילדות.
lower	אתה צריך **להנמיך** את הקול שלך בספרייה.
manage	היא **מנהלת** את המשרד ומפקחת על כל הצוות.
management	**ניהול** טוב הוא חיוני להפעלה מוצלחת של עסק.
mark	הוא השתמש בטוש כדי **לסמן** את הקופסאות למובילים.
marriage	**הנישואים** שלהם נמשכו חמישים שנה לפני מותו הפתאומי.
material	**החומר** של השמלה היה רך וחלק למגע.
medicine	הוא למד **רפואה** שמונה שנים כדי להפוך לרופא.
mention	אל **תזכיר** את מסיבת ההפתעה מול חתן יום ההולדת.
method	**השיטה** שלו לפתרון בעיות מתמטיות חסכה לו הרבה זמן.
military	הוא שירת **בצבא** חמש שנים מחייו.
mirror	היא הסתכלה על עצמה **במראה** כל בוקר לפני העבודה.
monitor	המורה **תשגיח** על ההתקדמות שלך לאורך כל הסמסטר.
mostly	האורחים היו **לרוב** אנשים מבוגרים מהשכונה הסובבת.
movement	**תנועת** העננים רמזה שסופה מתקרבת.
mystery	**התעלומה** של יצירת האמנות הנעדרת הטרידה בלשים במשך שנים.
nation	**האומה** חגגה את יום העצמאות שלה במצעדים וזיקוקים.
nearby	יש מכולת **בקרבת** מקום, במרחק שני רחובות בלבד.
necessary	בגדים חמים **הכרחיים** לשרוד בתנאים ארקטיים.
neighborhood	**השכונה** שלנו בטוחה ומלאה במשפחות ידידותיות.
nervous	היא הרגישה **עצבנית** לפני הנאום הציבורי הראשון שלה מול קהל.
no longer	הוא **כבר לא** מעשן אחרי שהצליח להיגמל בשנה שעברה.
noon	סיכמנו להיפגש **בצהריים** ליד המזרקה.
note	היא כתבה **פתק** על שולחן המטבח לאחיה.
notice	**שמת לב** לציור החדש על קיר הגלריה?
nuclear	תחנות כוח **גרעיניות** מספקות חשמל למיליוני אנשים.
obviously	היא **בבירור** שכחה את המטרייה שלה כי היא נרטבה כולה.
opportunity	להתקבל לקולג' ההוא היה **הזדמנות** מצוינת בשבילה.
opposite	הדירה שלי נמצאת בצד **הנגדי** של הבניין.
organization	**הארגון** ללא מטרות רווח תרם אלפי ארוחות למקלטים לחסרי בית.
pair	היא קנתה **זוג** נעליים חדש לחתונה.
passion	**התשוקה** שלו למוזיקה הובילה אותו להפוך למוזיקאי מקצועי.
patience	היא חיכתה בתור שעתיים בלי לאבד את **הסבלנות**.
patient	היא נשארה **סבלנית** בזמן שחיכתה לתור שלה.
patients	בית החולים שחרר שלושה **מטופלים** שהחלימו מהניתוח.
peaceful	הכפר השלו היה בעל רחובות **שקטים** ושכנים ידידותיים ומחייכים.
performance	**הביצועים** שלה בראיון העבודה עלו על הציפיות של המנהל שלה.
period	הוסף **נקודה** בסוף כל משפט שלם שאתה כותב.
permanent	הוא עשה קעקע **קבוע** על הזרוע שלו שלעולם לא יעמעם.
permission	אתה צריך **רשות** מההורים שלך כדי להישאר בחוץ עד מאוחר.
personality	**האישיות** התוססת שלה עשתה אותה פופולרית אצל כולם בעבודה.
piece	היא ניגנה **יצירת** פסנתר יפה בקונצרט.
pipe	מים זורמים דרך **הצינור** המתכתי מתחת לרחוב.
plant	**הצמח** הירוק על השולחן שלה היה צריך מים כל יומיים.
plate	הוא ערם פירה ועוף על **צלחת** ארוחת הערב שלו.
pleasure	קריאת ספר טוב מביאה לו **תענוג** ושמחה גדולים.
polite	**מנומס** להגיד תודה כשמישהו עוזר לך.
position	היא התאימה את **התנוחה** שלה על הכיסא כדי להיות נוחה יותר.
pot	אני מרתיח מים **בסיר** גדול לפני שאני מבשל את הפסטה.
practice	היא **מתרגלת** בפסנתר במשך שעה בכל יום.
precious	היהלום **היקר** הזה עבר בירושה מסבתא שלי.
pregnant	היא הייתה **בהריון** וצפויה ללדת בחודש הבא.
prevent	חגירת חגורת בטיחות יכולה **למנוע** פציעה קשה בתאונת דרכים.
previous	העבודה **הקודמת** שלו הייתה בבנק במרכז העיר.
pride	הוא חש **גאווה** בעבודה שלו ותמיד ביצע אותה היטב.
priority	הבריאות שלך צריכה להיות **בעדיפות** העליונה שלך בחיים.
prison	הפושע נשלח **לכלא** לחמש שנים.
prize	היא זכתה **בפרס** הראשון בתחרות המדעים.
process	לוקח זמן **לעכל** את כל המידע שאתה מקבל.
product	החברה בדקה את **המוצר** החדש שלה לבעיות איכות.
profit	החברה עשתה **רווח** גדול ממכירת המוצרים האלה.
progress	היא עשתה **התקדמות** בשיעורי האנגלית שלה בכל שבוע.
project	אנליסטים **צופים** שהמכירות יוכפלו בתוך חמש השנים הקרובות.
proof	יש לך **הוכחה** שהוא גנב את הכסף?
protest	אלפי אנשים התאספו כדי **למחות** נגד החוק החדש.
public	הספרייה **הציבורית** חינמית לכל תושבי העיר.
pump	הלב **שואב** דם לכל אורך הגוף שלך.
punish	מורים חייבים **להעניש** תלמידים שמפרים את כללי בית הספר.
pure	זה מיץ תפוזים **טהור** בלי סוכר מוסף.
purpose	**המטרה** של בית הספר היא להכין אותך לחיים.
quarter	הוא שילם על הממתק בשלושה מטבעות של **רבע** דולר ומטבע של עשרה סנט.
rage	**הזעם** שלו היה כל כך עז שהוא זרק חפצים ברחבי החדר.
raise	הם **מעלים** את הדגל בתחילת יום הלימודים.
react	איך המשפחה שלך **הגיבה** כשסיפרת לה את החדשות?
reaction	**התגובה** שלו להפתעה הייתה הלם מוחלט ושמחה.
realize	**הבנתי** ששכחתי את המפתחות שלי בבית.
recent	רעידת האדמה **האחרונה** גרמה נזק למספר בניינים.
recently	**לאחרונה** עברתי לדירה חדשה בצד השני של העיר.
recognize	אני **מזהה** את האישה הזאת משיעור הכימיה שלי בשנה שעברה.
recommend	אני **ממליץ** על המסעדה הזאת כי האוכל שם מצוין.
register	אתה חייב **להירשם** לשיעור לפני המועד האחרון.
release	הם **ישחררו** את הסרט החדש ביום שישי בערב הבא.
religion	אנשים **מדתות** שונות חוגגים חגים ומנהגים שונים.
religious	סבתא שלי היא אדם **דתי** מאוד שמתפלל כל יום.
remote	הם גרים בכפר **מרוחק** בלי חשמל או כבישים.
repair	אנחנו צריכים **לתקן** את החלון השבור לפני החורף.
replace	אתה יכול **להחליף** את הסוללות הישנות האלה בחדשות?
reporter	**העיתונאי** ראיין את המדענית המפורסמת על הגילוי החדש שלה.
represent	היא **מייצגת** את המדינה שלנו בתחרות השחייה הבינלאומית.
request	המורה **ביקש** שכל התלמידים יגישו את שיעורי הבית שלהם.
rescue	הכבאים **הצילו** את החתול מהעץ הגבוה.
research	מדענים עורכים **מחקר** כדי למצוא תרופות חדשות למחלות.
review	היא כתבה **ביקורת** קשה על הסרט החדש.
reward	**כפרס** על התנהגות טובה, הכיתה קיבלה זמן חופשי.
ridiculous	הרעיון הזה **מגוחך** ואף אחד לעולם לא יאמין לו.
rise	השמש **עולה** במזרח כל בוקר.
route	זה **המסלול** המהיר ביותר להגיע לשדה התעופה.
safety	חבישת קסדה חשובה **לבטיחות** שלך על אופניים.
salary	**השכר** שלו עלה אחרי שהוא קיבל קידום למנהל.
sample	המדען לקח **דגימה** של המים לבדיקה.
scare	הרעש החזק **הפחיד** את הילדים וגרם להם לבכות.
schedule	מה **לוח הזמנים** שלך לעבודה לכל השבוע?
screen	אבטחה **סרקה** את כל התיקים לפני שהנוסעים נכנסו לבניין.
script	השחקן שינן את **התסריט** לפני שהצילומים התחילו.
seat	מצאתי **מושב** פנוי ברכבת והתיישבתי.
section	**החלק** לילדים בספרייה מלא בתמונות צבעוניות.
senior	התלמידים **הבוגרים** יוצאים מבית הספר חצי שעה מוקדם יותר.
sensitive	העור **הרגיש** שלה מגיב רע לרוב הכימיקלים החזקים.
sentence	היא סימנה בקו כל **משפט** חשוב בפסקה הארוכה.
shadow	**הצל** של העץ הגבוה כיסה את רוב החצר האחורית עד הערב.
shave	הוא **מתגלח** כל בוקר לפני שהוא הולך לעבודה.
ship	אנחנו נשלח את החבילה שלך מחר בבוקר באמצעות **שליח**.
shy	הילדה **הביישנית** התחבאה מאחורי אמה כשזרים הגיעו.
signal	הוא נתן **אות** יד כדי לומר לנהג לעצור.
signature	אנא כתוב את **החתימה** שלך בתחתית הטופס.
similar	שני הבתים **דומים** מאוד בצבע ובגודל.
simply	היא הסבירה את בעיית המתמטיקה הקשה **בפשטות** כדי שכולם יבינו.
sin	זה היה **חטא** חמור לגנוב מהצדקה שנועדה לעניים.
slow down	הנהג נאלץ **להאט** כשהערפל התעבה.
soul	הנגן שפך את **נשמתו** לתוך כל תו בהופעה.
source	**מקור** הנהר נמצא גבוה בהרים.
southern	האזורים **הדרומיים** של המדינה חווים מזג אוויר חם בהרבה לאורך כל השנה.
space	אסטרונאוטים **בחלל** זקוקים לחליפות מיוחדות כדי לשרוד מחוץ לחללית שלהם.
speech	הנשיא נשא **נאום** עוצמתי כדי להרגיע את האומה המפוחדת.
spell	המכשפה הטילה **כישוף** מסוכן שהקפיא את הכפר כולו.
spirit	**רוח** החוק חשובה יותר מנוסחו המילולי.
square	**לריבוע** יש ארבע צלעות שוות וארבע זוויות ישרות.
stage	**השלב** הראשון בפרויקט כלל איסוף כל הנתונים הנחוצים.
standard	**התקן** הגבוה של בית הספר להתנהגות תלמידים נאכף בקפדנות ובהגינות.
state	הבית הישן היה **במצב** נורא אחרי שנים של הזנחה.
stomach	**הבטן** שלה כאבה מאוד אחרי שאכלה יותר מדי פיצה.
strength	**החוזק** של עץ האלון הישן הדהים את כולם במהלך הסערה.
structure	**המבנה** של הבניין ניזוק ברעידת האדמה האחרונה.
stuck	המכונית **נתקעה** בבוץ אחרי הגשם הכבד.
suffer	הרבה אנשים **סובלים** מאלרגיות בעונת האבקה באביב.
supply	**אספקת** המים הטריים הייתה מוגבלת בבצורת.
surely	**ללא ספק** אף אדם שפוי לא היה משאיר את הבית לא נעול כל הלילה.
surgery	**הניתוח** הצליח ונמשך שלוש שעות.
surrender	היא לא הצליחה להתאפק יותר, ולבסוף החליטה **להיכנע** לתשוקתה לשוקולד.
survive	רוב הצמחים לא יכולים **לשרוד** בלי מים יותר משבועיים.
switch	הוא הפעיל את **המתג** כדי להדליק את אורות המטבח הבהירים.
tale	**הסיפור** הישן על דרקונים ואוצר ריתק ילדים בכל מקום.
target	**המטרה** של החברה הייתה להגדיל את המכירות בחמישים אחוז.
task	**המשימה** שלו הייתה לסדר את כל המסמכים בסדר אלפביתי.
tent	הקמנו את **האוהל** שלנו ליד הנהר לטיול הקמפינג.
theme	**הנושא** של הספר עוסק בכוחה של הסליחה.
thief	הגנב **גנב** את שרשרת היהלומים מתצוגת המוזיאון.
threat	**האיום** של סערות כבדות גרם לביטול האירוע.
throw	הוא החליט **לזרוק** את המגזינים הישנים במקום לשמור אותם.
tie	היא **קשרה** את החבל סביב עמוד העץ כדי לאבטח אותו.
title	**הכותרת** של הסרט סקרנה את הצופים למרות שהייתה מבלבלת.
tongue	**הלשון** שלו נכוותה מהתה החם ששתה מהר מדי.
totally	אני מתנגד **לחלוטין** להחלטה שלך לעזוב את החברה.
track	**מסילת** הרכבת הישנה עברה דרך היער לאורך קילומטרים רבים.
tradition	**המסורת** של אכילת הודו בחג ההודיה מקורה במאות שנים.
traffic	**תנועה** כבדה עיכבה את הגעתנו לשדה התעופה בשעתיים.
train	**הרכבת** יצאה מהתחנה חמש עשרה דקות לפני המועד המתוכנן.
transfer	בית החולים החליט **להעביר** את המטופל למתקן גדול יותר.
transport	החברה משתמשת במשאיות כדי **להוביל** סחורות ברחבי המדינה.
trap	העכבר נפל **למלכודת** שהציב החקלאי.
treatment	**הטיפול** החדש למחלה הראה תוצאות מבטיחות אצל המטופלים.
truck	**משאית** גדולה הביאה ציוד חדש למחסן הבוקר.
truly	היא **באמת** האמינה שעבודה קשה תוביל בסופו של דבר להצלחה.
tube	האחות הכניסה בעדינות **צינור** דק לזרועו של המטופל.
unbelievable	הסיפור **הלא יאמן** על מציאת אוצר התפשט מהר בעיר.
unfair	שיטת הציונים **הלא הוגנת** של המורה הכעיסה את כל התלמידים החרוצים.
unfortunately	**למרבה הצער**, הקונצרט בוטל בגלל מחלתו של הזמר הראשי.
unusual	הבחירה **הבלתי רגילה** שלה להפוך לאמנית קרקס הפתיעה את כל בני משפחתה.
useful	אולר חד הוא כלי **שימושי** מאוד לטיולי קמפינג.
useless	המחשב הישן היה **חסר תועלת** לחלוטין ולבסוף הושלך.
usual	השגרה **הרגילה** שלו הייתה להתעורר, להתאמן ואז לאכול ארוחת בוקר.
value	**הערך** של העתיקה עלה משמעותית במשך שנים רבות.
violence	**האלימות** בסרט הייתה מזעזעת עבור צופים רבים.
violent	הסערה **האלימה** הרסה בתים רבים בעיירת החוף.
visitor	**המבקר** מגרמניה התפעל מהאדריכלות העתיקה והיפה.
visual	האפקטים **החזותיים** בסרט היו מדהימים ובלתי נשכחים.
warn	עליי **להזהיר** אותך מהעיקול המסוכן בכביש.
wear	היא **לבשה** את הג'ינס הכחול האהוב עליה לקונצרט אתמול בלילה.
weather	**מזג האוויר** היה מושלם לפיקניק בפארק.
wedding	מאות חברים ובני משפחה חגגו את **חתונתם**.
wild	החיות **הפראיות** שוטטו בחופשיות במרחבי העשב הפתוחים.
wing	**כנפו** של הציפור נפצעה אך היא עדיין הצליחה לעוף.
activist	**הפעיל** הסביבתי דרש מהעירייה לאסור על שקיות פלסטיק.
actually	הוא **למעשה** סיים את כל הפרויקט ביום אחד בלבד.
additionally	הצוות סיים את הדוח בזמן, **ובנוסף** הוסיף מחקר נוסף.
advantage	**יתרון** מרכזי אחד של המערכת החדשה הוא המהירות המדהימה שלה.
advertisement	**המודעה** הציגה סלבריטי מפורסם שמקדם את המוצר החדש.
advice	**העצה** שלה ללמוד קשה ולישון טוב הייתה מועילה.
aesthetic	הקסם **האסתטי** של המקדש העתיק הדהים את כל המבקרים.
air conditioner	**המזגן** שמר על החדר קריר בקיץ החם.
airline	**חברת התעופה** הודיעה על מסלולים חדשים כדי להרחיב את הרשת האירופית שלה.
all in all	**בסך הכל**, הטיול היה מוצלח למרות כמה בעיות.
amateur	הצלם **החובבן** בכל זאת צילם כמה תמונות מדהימות.
amaze	הטריק של הקוסם **ידהים** את כל הקהל.
among	היא הרגישה בנוח **בקרב** הנגנים המנוסים האחרים.
amount	**כמות** הגשמים הכוללת החודש הייתה גבוהה באופן חריג.
analog	שעונים **אנלוגיים** משתמשים בגלגלי שיניים מכניים מסורתיים, בניגוד למכשירים דיגיטליים מודרניים.
analyze	מדענים חייבים **לנתח** את נתוני הבדיקה כדי להבין מדוע הגשר קרס.
ancient	ארכיאולוגים גילו מטבעות קדומים קבורים עמוק מתחת למקדש האבן **העתיק**.
apart	התאומים סירבו לשבת **בנפרד** בארוחת הערב ונשארו קרובים זה לזה.
appear	עננים כהים **מופיעים** באופק ממש לפני שסערה גדולה מגיעה.
architecture	**האדריכלות** המודרנית של העיר משתמשת בזכוכית ובפלדה במקום בלבנים ישנות.
aristocrat	בהיותו **אציל**, הוא השתתף בנשפים מלכותיים והחזיק כמה אחוזות כפריות.
arrest	המשטרה **תעצור** כל מי שייתפס גונב סחורה מהחנות בלי לשלם.
artistic	הכישרון **האמנותי** שלה הרשים את כולם בתערוכת הצילום בשבוע שעבר.
as many as	**לא פחות** מחמישים אנשים חיכו בתור לכרטיסים לקונצרט אתמול.
as proof of	הוא הציג את הקבלה **כהוכחה** לרכישה שלו בחנות.
aside from	**חוץ** מקפה, אני לא שותה שום משקה חם אחר באופן קבוע.
attitude	**הגישה** החיובית שלה עזרה לה להצליח למרות מכשולים רציניים רבים.
audience	**הקהל** מחא כפיים בקול רם כשהזמרת סיימה את השיר האחרון.
aura	לאלוף הייתה **הילה** של ביטחון שהפחידה את כל יריביו.
author	**הסופר** המפורסם כתב רומנים שהפכו לרבי מכר ברחבי העולם.
authority	לממשלה יש **סמכות** לחוקק חוקים חדשים עבור כולם.
automobile	היא קנתה **כלי רכב** חדש כדי להחליף את המכונית הישנה והמקולקלת שלה.
avoid	רופאים אומרים למטופלים **להימנע** לחלוטין מסוכר ומזון מעובד.
aware	הוא לא היה **מודע** לכך שחברו עבר דירה בסתר.
backward	הרקדנית זזה **לאחור** על הבמה בחן ובמיומנות מפתיעים.
bacteria	**חיידקים** מתרבים מהר במקומות חמים ורטובים כמו חדרי אמבטיה ומטבחים.
beg	הילד התחיל **להתחנן** לגלידה בסופרמרקט.
belong	הספרים האלה **שייכים** לי ואני רוצה שיוחזרו מיד.
benefit	התואר האקדמי שלה התברר **כיתרון** עצום בחיפוש העבודה שלה.
besides	ירד גשם חזק, **ומלבד** זאת לא היה לנו מטרייה.
best-seller	הרומן הזה הפך **לרב מכר** מיידי בחנויות ספרים ברחבי העולם.
beyond	ההרים השתרעו הרחק **מעבר** למה שיכולנו לראות בבירור היום.
bicycle	היא רכבה על **האופניים** שלה לבית הספר במקום לקחת את האוטובוס.
breathe	עליך **לנשום** עמוק ולאט כדי להרגיע את המחשבות הדוהרות שלך.
bright	הצבעים **הבהירים** של השמלה שלה בלטו בחדר החשוך.
brilliant	הפתרון **המבריק** שלו לבעיה הפתיע את כולם בישיבה.
bullet	**הקליע** השאיר חור קטן במטרת המתכת במהלך האימון.
butterfly	**פרפר** צבעוני נחת על הפרח בגינה.
by now	**עד עתה** היית צריך לסיים את כל שיעורי הבית שלך.
calculate	מהנדסים חייבים **לחשב** את המשקל המדויק לפני בניית הגשר.
calculator	הוא תפס את **המחשבון** שלו כדי לפתור את בעיית המתמטיקה המורכבת.
campaign	החברה השיקה **מסע** פרסום כדי לקדם את הסמארטפון החדש שלה.
cast	הדייג **השליך** את הרשת שלו רחוק אל תוך מי האוקיינוס.
casual	הוא לבש בגדים **יומיומיים** כמו ג'ינס וחולצת טי לעבודה.
cave	חוקרים גילו ציורים עתיקים בתוך **מערה** חשוכה.
caviar	**הקוויאר** היקר עלה יותר משבוע של קניות מזון.
century	הטירה ההיא נבנתה לפני יותר **ממאה** שנה.
certain	אני **בטוח** שתצליח אם תשתדל מאוד.
character	הסיסמה חייבת לכלול לפחות **תו** מיוחד אחד ומספר.
charge	הרופא **גבה** חמש מאות דולר עבור הניתוח.
chief	**ראש** השבט החליט להעביר את השבט לשטחי ציד טובים יותר.
citrus	תפוז ולימון הם פירות **הדר** עתירי ויטמין סי.
claim	הוא **טען** שהוא חף מפשע למרות הראיות נגדו.
class	המשפחה העשירה השתייכה **למעמד** העליון בחברה שלה.
clever	השועל **הפיקח** הערים על הצייד וברח מהמלכודת.
coach	**מאמן** הכדורסל לימד את הקבוצה אסטרטגיות חדשות בכל אימון.
coast	**בחוף** הסלעי היו גלים ענקיים שהתנפצו על הצוקים.
cognitive	פתרון חידות וקריאת ספרים יכולים לשפר את הכישורים **הקוגניטיביים** של ילד.
common	עיניים כחולות **נפוצות** בקרב אנשים ממדינות צפון אירופה.
compete	ספורטאים רבים **מתחרים** כדי לזכות בפרס הראשון באליפות הלאומית.
components	למחשב יש הרבה **חלקים** שעובדים יחד בפנים.
conference	מנהיגים עסקיים השתתפו **בוועידה** כדי לדון בנושאים כלכליים עולמיים.
confuse	ההסברים הלא ברורים שלו **בלבלו** את רוב התלמידים בכיתה.
confusion	שרר **בלבול** מוחלט כששלוש רכבות הגיעו בבת אחת.
consider	כדאי **שתשקול** את ההצעה שלו לפני שתקבל את ההחלטה הסופית שלך.
context	**ההקשר** של המשפט עזר לי להבין את המילה הקשה.
continuation	הסרט הבא היה **המשך** לעלילה מהסרט הראשון.
contract	היא חששה שהיא עלולה **להידבק** בשפעת מהעמית החולה שלה.
contrast	הצבע הלבן היה **בניגוד** חד לקירות הכהים.
convince	הראיות שלה היו חזקות מספיק כדי **לשכנע** את חבר המושבעים בחפותה.
coordination	**קואורדינציה** טובה בין הידיים לעיניים חיונית לספורט.
coordinator	**המתאם** ארגן את האירוע ווידא שהכול פועל כשורה.
copies	היא עשתה **עותקים** של המסמכים החשובים לפני שעזבה את המשרד.
cosmopolitan	ניו יורק היא עיר **קוסמופוליטית** עם אנשים ממדינות רבות.
count	תן לי **לספור** את הכסף כדי לוודא שיש לנו מספיק.
course	בארוחת הערב היו שלוש **מנות**: מרק, דג וקינוח.
crack	**סדק** הופיע בקיר אחרי רעידת האדמה הקטנה.
creator	**היוצר** של משחק הווידאו הפך לעשיר ומפורסם מאוד.
creature	**יצור** מוזר יצא מהיער החשוך בלילה.
curse	נאמר **שהקללה** של הזקן מביאה מזל רע לנצח.
customize	הוא **התאים אישית** את האופניים שלו כשצבע אותם בכחול והוסיף כידון חדש.
dare	אני **מאתגר** אותך לאכול חמישה פלפלים חריפים בלי מים.
decorative	המסגרת **הקישוטית** גרמה לתמונה הפשוטה להיראות אלגנטית יותר.
deeply	היא הייתה **מאוד** מאוהבת בו למרות ההבדלים ביניהם.
deer	**איל** קפץ מעבר לכביש מול המכונית.
deliver	השליח **ימסור** לך את החבילה עד הצהריים מחר.
depend on	העתיד שלו **תלוי** בכישורי הלימוד ובעבודה הקשה שלו.
desire	היא חשה **תשוקה** עזה לטייל ברחבי אירופה יום אחד.
desperate	הוא היה **נואש** למים אחרי שהלך במדבר.
despite	**למרות** הפציעה שלה, היא סיימה את המרוץ בנחישות.
dimension	הזמן מכונה לעיתים קרובות **המימד** הרביעי בפיזיקה.
disadvantage	גובה הוא **חסרון** בהתעמלות אך שימושי בכדורסל.
disagreement	**חוסר הסכמה** בנוגע לכסף סיים את חברותם הארוכה.
discoveries	**תגליות** עתיקות במצרים לימדו אותנו על בניית הפירמידות.
divide	היא **חילקה** את הפיצה לארבעה חלקים שווים לכולם.
divorce	הזוג החליט **להתגרש** אחרי עשר שנים של אומללות.
dominate	הקבוצה המנצחת **שלטה** בכל משחק במהלך העונה.
donate	אנא **תרמו** את הבגדים הישנים שלכם לצדקה במקום לזרוק אותם.
doubt	יש לי קצת **ספק** אם הוא סיפר את כל האמת.
due to	האירוע בוטל **בגלל** גשם כבד ומזג אוויר גרוע.
dust	**אבק** כיסה לאט לאט את הרהיטים הישנים בבית הנטוש.
duty	זו **חובתך** לעזור לאנשים כשהם מתקשים.
earn	היא **מרוויחה** משכורת נוחה מהעבודה שלה בבנק.
earthquake	**רעידת האדמה** פגעה בבניינים ושיבשה חיים ברחבי האזור.
edge	היזהר ליד **קצה** הצוק התלול שם למעלה.
either... or...	אתה יכול לבחור **או** תה **או** קפה לארוחת הבוקר.
