old-fashioned	השמלה **המיושנת** שלה הזכירה לכולם סגנונות אופנה מלפני חמישים שנה.
oppose	הקהילה **תתנגד** לכל תוכנית לסגור את בית הספר המקומי.
orchestrate	היא **תיאמה** עשרות גורמים כדי להוציא לפועל את מסיבת ההפתעה בצורה מושלמת.
outdated	דגמי המחשבים האלה **מיושנים** כעת ואינם יכולים להריץ תוכנה מודרנית.
particular	יש מסעדה **מסוימת** שהיית רוצה לנסות הערב?
permit	החוקים החדשים אינם **מתירים** עישון בשום מקום עבודה.
possession	הדבר היקר ביותר שהיה **ברשותו** היה השעון העתיק שקיבל מסבו.
preferable	ירקות טריים **עדיפים** על קפואים להכנת ארוחות בריאות.
result in	תכנון לקוי עלול **להסתיים** בטעויות יקרות ובעיכובים בפרויקט.
snap	הענף **יישבר** אם תנסה לכופף אותו יותר מדי.
spectacular	תצוגת הזיקוקים הייתה **מדהימה** לחלוטין וריגשה את הקהל.
strengthen	פעילות גופנית סדירה **תחזק** את השרירים שלך עם הזמן.
strike	ברק יכול **להכות** בכל רגע במהלך סופות.
superior	ציוניה היו **עליונים** בבירור על ציוני כל השאר בכיתה.
transparent	קירות הזכוכית **השקופים** אפשרו לכולם לראות החוצה.
trial	המדען ערך כמה **ניסויים** לפני שקיבל תוצאה ברורה.
unwilling	גם אחרי ההתנצלות שלו, היא נשארה לגמרי **לא מוכנה** לסלוח לו.
using up	אנחנו **מכלים** את כל הכסף שלנו.
vertical	הקווים **המאונכים** על הקיר עוברים מלמעלה למטה.
adore	בתי פשוט **אוהבת** מאוד לבלות זמן עם סבתה.
align	בבקשה **יישרו** את התמונות בקו ישר.
assign	המורה **תקצה** שיעורי בית כל יום.
await	**נמתין** לתשובתך במשרד.
blink	הילדה הקטנה **מצמצה** בעיניה כמה פעמים.
bloom	עצי הדובדבן **פורחים** בפרחים ורודים יפים בכל אביב.
certify	המפקח **יאשר** שהבניין בטוח.
compensate	החברה **תפצה** אותך על הנזקים.
compost	אנחנו שומרים את כל שאריות הירקות שלנו **לקומפוסט** של הגינה.
conclude	השופט **יסיים** את המשפט מחר בבוקר.
consideration	**שקלנו** את דעתו בקפידה רבה לפני קבלת ההחלטה.
consume	רוב האנשים **צורכים** כמויות עצומות של מים מדי יום.
continuous	החברה מספקת תמיכה **מתמשכת** ללקוחותיה.
cord	הוא קשר את **החוט** בחוזקה סביב החבילה.
courageous	הכבאים **האמיצים** חילצו אנשים מהבניין הבוער.
craftsmen	**האומנים** בנו את הרהיטים במיומנות רבה.
deform	החום הקיצוני **יעוות** בהדרגה את מיכל הפלסטיק.
demonstrate	הרופא **ידגים** את הטכניקה הנכונה במהלך מפגש ההדרכה.
devastated	הבניין כולו **נהרס** לחלוטין מהפיצוץ.
dictate	הבוס **יכתיב** מי יקבל את הקידום.
dim	התאורה **העמומה** הקשתה על הקריאה.
disciplined	המאמן **יעניש** שחקנים שמפרים את הכללים.
disorder	החדר היה **באי-סדר** מוחלט אחרי המסיבה.
distribute	המתנדבים **יפיצו** שמיכות לחסרי הבית.
drip	מים **מטפטפים** מהברז טיפה אחת בכל פעם.
duel	שני סייפים נלחמו **בדו-קרב** עם שחר אתמול.
enforce	שוטרים **אוכפים** את החוק כדי לשמור על ביטחון הקהילה.
equivalent	עשרה דולרים **שווים** בקירוב למחיר של ארוחת צהריים.
estimate	אני **מעריך** שהפרויקט ייקח בסך הכל כשלושה שבועות.
evaluate	מורים **מעריכים** את התקדמות התלמידים בסוף כל מחצית.
exhibit	המוזיאון **יציג** ציורים מכל רחבי העולם.
fluent	היא שולטת בארבע שפות שונות בצורה **שוטפת** מאז ילדותה.
frequent	הוא עושה נסיעות **תכופות** לעיר לצורכי עבודה.
govern	סט כללים מחמיר **יקבע** את אופן פעולת המועדון.
harass	הבריון היה **מטריד** תלמידים אחרים במסדרונות.
hesitate	אל **תהססו** לבקש עזרה כשצריך.
housemaid	**עוזרת הבית** ניקתה את כל החדרים בבית הגדול.
identical	שני התאומים נראים **זהים** לחלוטין לכולם.
idolize	אוהדים **מעריצים** שחקנים וספורטאים מפורסמים האהובים עליהם.
immune	אחרי שהחלימה מהנגיף, היא הייתה **חסינה** לזן הזה.
implement	החברה **תיישם** כללי בטיחות חדשים בחודש הבא.
intentional	הגסות **המכוונת** שלו פגעה ברגשותיה מאוד.
ongoing	הבנייה **המתמשכת** הפכה את השינה לבלתי אפשרית.
overdo	אל **תפריז** בכמות המלח במרק, אחרת הוא יהיה לא טעים.
overlaps	שני המלבנים **חופפים** באמצע הדיאגרמה.
paragraph	**הפסקה** הראשונה בספר מציגה את הדמות הראשית.
participate	תלמידים רבים **ישתתפו** בתחרות הספורט של בית הספר.
peek	אל **תציץ** במתנת יום ההולדת שלך לפני המסיבה.
promote	החברה **תקדם** אותו לתפקיד מנהל בחודש הבא.
publicized	השערורייה **פורסמה** בכל עיתון ואתר אינטרנט.
qualify	היא **תהיה מוסמכת** לקבל את המלגה אם הציונים שלה ישתפרו.
recruit	הצבא **יגייס** חיילים חדשים בקיץ הזה.
regime	**השלטון** שלט בכל היבטי חייהם היומיומיים של האנשים.
relate	תלמידים צעירים **מזדהים** עם דמויות בספרים המתאימים לגילם.
relieve	קומפרס קר **יקל** על הכאב והנפיחות.
reproduce	חיידקים **מתרבים** במהירות בסביבות חמות ולחות.
reside	משפחות אמידות רבות **מתגוררות** בשכונה המגודרת ההיא.
resume	אחרי ארוחת הצהריים, הפגישה **תמשיך** בשעה שתיים.
rhyme	כל שורה שנייה בשיר **התחרזה** בתבנית פשוטה.
sibling	אני **ואחי** חולקים חדר בבית שלנו.
sneeze	אני **מתעטש** בכל פעם שאני נכנס לחדרים ישנים ומאובקים.
stabilize	התרופה **תייצב** את לחץ הדם שלה תוך שעות.
stunned	כולם היו **המומים** כשהאורח המפתיע הגיע לפתע.
substitute	המורה **המחליפה** נתנה שיעורי בית לכל התלמידים.
summarize	היא **סיכמה** את הדוח הארוך תוך חמש דקות בלבד.
surround	חומות גבוהות **מקיפות** את הטירה העתיקה וגניה.
suspend	בית הספר **ישעה** תלמידים שמגיעים באיחור לשיעור שוב ושוב.
tempt	חלון המאפייה המלא בסופגניות **פיתה** אותה בכל בוקר.
terrify	סופות רעמים **מפחידות** את הכלבה וגורמות לה להתחבא מתחת למיטה.
tilt	אל **תטה** את הכיסא שלך אחרת תיפול אחורה.
uncover	החקירה **תחשוף** את האמת לגבי מה שקרה.
utilize	היא למדה **להשתמש** בזמנה הפנוי המוגבל לקריאה נוספת.
validate	המערכת **תאמת** את הסיסמה שלך לפני שתאפשר לך להיכנס.
vendor	**הרוכל** ברחוב מכר פירות טריים מהעגלה שלו בכל בוקר.
widen	**נרחיב** את הכביש כדי לאפשר למכוניות רבות יותר לעבור.
absorb	ספוגים **סופגים** מים במהירות ומשחררים אותם כשלוחצים עליהם.
accompany	אמה **תלווה** אותה למרפאת השיניים מחר.
annihilate	החורף הקשה **ישמיד** את אוכלוסיית היתושים באזור.
appreciation	הוא הביע את **הערכתו** על כל העבודה הקשה וההתמסרות שלה.
arousing	הרעש המוזר בחוץ **עורר** חשד בקרב השכנים העצבניים.
assemble	עובדים **ירכיבו** את הרהיטים לפי חוברת ההוראות המפורטת.
bare	כפות רגליו **החשופות** הרגישו קרות על רצפת הבטון הקפואה הבוקר.
burial	אחרי **הקבורה**, בני המשפחה הניחו פרחים על הקבר הטרי.
damp	המגבת הייתה כל כך **לחה** שהיא לא התייבשה כראוי במהלך הלילה.
dart	**החץ** החד חדר בניקיון ללוח השעם.
dealt	היא **טיפלה** בבעיה בצורה מקצועית מאוד היום.
descend	המטפסים **יורדים** מההר התלול עם הזריחה.
discourage	ביקורות שליליות יכולות **להרתיע** אנשים מלקנות ספרים.
disposable	כוסות **חד-פעמיות** נוחות אך פוגעות בסביבה.
dissolve	מלח **יתמוסס** במים חמים במהירות רבה.
distress	**מצוקתה** הייתה ברורה מאוד מדמעותיה.
diverse	לעיר יש אוכלוסייה **מגוונת** ממדינות רבות.
emerge	השמש **תגיח** מאחורי העננים בתוך השעה או השעתיים הקרובות.
enhance	הוספת עשבי תיבול טריים **תעצים** את הטעם של כמעט כל מנת ערב מלוחה.
exaggerate	אנא אל **תגזים** בהישגים שלך כשאתה מגיש מועמדות לתפקיד הבכיר.
fabric	**הבד** הרך של השמיכה הפך אותה למושלמת עבור ילדים קטנים להתכרבל בה.
fine	כלי החרסינה **העדינים** אוחסנו בקפידה ושימשו רק באירועים מיוחדים.
genesis	**ראשיתה** של החברה הייתה כאשר שני חברים החליטו להקים עסק.
grace	הוא קיבל את התבוסה **בחן** ובירך את יריבו על הניצחון המרשים.
graceful	הרקדנית **החיננית** זזה על הבמה בתנועות זורמות ואלגנטיות.
groundbreaking	המחקר **פורץ הדרך** של המדען שינה את הדרך שבה רופאים מטפלים במחלה החמורה הזו כיום.
hazardous	נהיגה בערפל סמיך **מסוכנת** כי הראות יורדת כמעט לאפס.
herd	הרועה הצליח **לכנס** את כל הכבשים לדיר לפני רדת השמש.
hospitality	**הכנסת האורחים** החמה שלהם גרמה לכל האורחים להרגיש רצויים ונוחים בביתם.
howl	הזאב היה **מיילל** לירח בלילות בהירים כשהוא הרגיש בודד.
imitate	ילדים קטנים לעיתים קרובות **מחקים** את הוריהם, ומעתיקים את מילותיהם ומעשיהם היומיומיים.
inherit	אחי **יירש** את החווה כשאבא שלנו יפרוש.
isle	**האי** הקטן שבאמצע המפרץ יפהפה.
laid	היא **הניחה** את השמיכה על המיטה בזהירות רבה היום.
lean	הוא **נשען** על הקיר בזמן שחיכה לאוטובוס.
likewise	היא למדה קשה למבחן; **כמו כן**, אחיה התכונן היטב.
lurking	סכנה **ארבה** ברחובות החשוכים בלילה.
massacre	**הטבח** הרג מאות כפריים באזור ההררי הנידח.
merely	זו הייתה **רק** תאונה, לא משהו שצריך לדאוג ממנו.
mimic	ילדים לעיתים קרובות **מחקים** את ההתנהגות ודפוסי הדיבור של הוריהם.
moist	העוגה הייתה **לחה** בדיוק כמו שצריך וטעימה לאכילה.
mutually	השכנים הסכימו **הדדית** לחלוק בעלות הגדר.
newscaster	**מגיש החדשות** דיווח על החדשות האחרונות במקצועיות רגועה.
numerous	היא עשתה ניסיונות **רבים** לפני שהצליחה לבסוף במשימה.
obey	החיילים **ציתו** למפקד שלהם ללא כל שאלות.
presume	אני **מניח** שקראת את המייל ששלחתי.
probe	מדענים **בוחנים** את מעמקי האוקיינוס בחיפוש אחר מינים חדשים.
prohibit	החוק החדש **אוסר** עישון בכל המבנים הציבוריים.
propel	רוחות חזקות **מניעות** את סירת המפרש על פני האוקיינוס.
prophecy	**הנבואה** העתיקה ניבאה את עלייתו של מלך.
recur	אותה בעיה **חוזרת** כל שנה בקיץ.
regard	אני **מחשיב** אותו לאחד מחבריי הטובים ביותר.
revitalize	התוכנית החדשה **תחייה** את הקהילה המתקשה.
rim	הוא ישב על **שפת** הבאר.
scatter	הרוח החזקה **תפזר** את העלים היבשים.
shatter	הזכוכית **תתנפץ** אם תפיל אותה.
skinned	הוא **קילף** בזהירות את הפרי לפני שאכל אותו.
solely	הצלחתה נבעה **אך ורק** מעבודה קשה.
solitary	היא בילתה ערב **בודד** בבית, בלי לראות אף אחד.
steer	הקברניט **ינווט** את הספינה דרך הסערה.
stimulate	המצגת **תעורר** עניין בנושא.
tender	העלים **הרכים** של ורדי האביב דורשים טיפול זהיר והשקיה.
tin	גג **הפח** הישן החליד אחרי שנים רבות של גשם.
transcript	הסטודנטית ביקשה **גיליון ציונים** רשמי המפרט את כל הקורסים והציונים שלה במכללה.
urge	אני **דוחק** בך להתחיל בפרויקט לפני שהמועד האחרון יגיע מחר.
violate	אם **תפר** את חוקי התנועה, תקבל קנס כבד.
widespread	השפעת הפכה **נפוצה** ברחבי הארץ במהלך עונת החורף.
accumulate	במשך שנים רבות, אבק נוטה **להצטבר** מתחת לרהיטים.
amid	**בתוך** כל התוהו ובוהו, הילד הצליח להישאר רגוע לחלוטין.
anticipate	מדענים **צופים** שהטמפרטורות יעלו משמעותית בעשורים הקרובים.
apparent	**התברר** שהתוכנית נכשלה כשאף אחד לא הופיע.
appoint	הוועדה **תמנה** מנהל חדש שיוביל את הפרויקט.
arise, arose	היא **קמה** ממיטתה מוקדם כדי לצפות בזריחה.
assess	המורה **יעריך** את ההתקדמות של כל תלמיד במהלך הסמסטר.
characterize	היסטוריונים **מאפיינים** אותו כאחד המנהיגים הגדולים ביותר.
chariot	הלוחם רכב על **מרכבתו** הזהובה לרוחב המדבר.
coexistence	שני השותפים לדירה הגיעו לבסוף **לדו-קיום** שליו לאחר שפתרו את חילוקי הדעות במטבח.
commence	הקונצרט **יתחיל** היום בשעה שמונה בערב.
communal	הגינה **המשותפת** נמצאת בשימוש כל תושבי השכונה.
comparable	שני המחשבים הניידים האלה **ברי השוואה** מבחינת מחיר ומפרט.
compel	חוקי חובת הלימוד **מאלצים** הורים לרשום את ילדיהם לבית הספר.
condemned	המבקרים **גינו** את הסיום המאכזב והמערכה האחרונה החפוזה של הסרט.
confiscate	מאבטחים **יחרימו** פריטים אסורים בכניסה.
consolidate	החברה **איחדה** שלושה משרדים למטה מרכזי אחד.
constitute	נשים **מהוות** כיום מחצית מכיתת בית הספר לרפואה.
contaminate	פסולת תעשייתית **זיהמה** את אספקת מי השתייה המקומית.
correspond	שני חברי הדואר **מתכתבים** באופן קבוע מאז שנפגשו בקולג'.
defer	**נעכב** את ההחלטה החשובה הזו עד הרבעון הבא.
deliberate	היא עשתה הפסקה **מכוונת** לפני שענתה על שאלת הראיון הקשה.
depict	הציור **תיאר** כפר שליו השוכן בין עמקים.
derive	היא **שואבת** הנאה וסיפוק אמיתיים מקריאת רומנים.
dwell	סבי וסבתי **מתגוררים** בכפר קטן ליד החוף.
equates	עבור רוב האנשים, הצלחה **מושווית** לעבודה קשה ומסירות.
erroneous	הדוח **השגוי** הוביל את הצוות למסקנות שגויות.
erupt	הר הגעש **יתפרץ** ויהרוס את כל מה שבסביבה.
evade	החשוד ניסה **להתחמק** ממעצר על ידי בריחה.
exceed	מכירות החברה שלנו השנה **יעלו על** כל שיא קודם.
famine	**הרעב** הקשה הנורא השאיר מיליוני אנשים רעבים בייאוש.
glimpse	זכיתי רק **להצצה חטופה** של הזמר המפורסם.
hasten	נאלצנו **להחיש** את יציאתנו בשל מזג האוויר.
inferred	החוקרים **גזרו** את הגורם למחלה מהתסמינים של המטופל.
invoke	המנהל החליט **להסתמך** על מדיניות החברה כדי להצדיק את ההחלטה.
jug	היא מזגה חלב קר **מהכד** הקרמי לתוך כוסות קטנות.
luminous	הזוהר **הבוהק** של הפנס הנחה אותם בתוך החושך.
malnutrition	**תת-תזונה** הותירה את הילדים חלשים, תת-משקל וחסרי ויטמינים בסיסיים.
mundane	למרות המשימות המשרדיות **השגרתיות**, היא מצאה שמחה בשגרה הפשוטה.
ordinarily	היא **בדרך כלל** מתעוררת מוקדם, אבל היום ישנה עד הצהריים.
overdue	הספרייה שלחה הודעה שהספר שלי **עבר את מועד ההחזרה** שלו.
overlooked	**לא הבחנתי** בפרט החשוב הזה כשקראתי אותו לראשונה.
overwhelm	נראה היה שכמות המשימות האדירה **מציפה** אותה.
pose	פקקי תנועה כבדים **מהווים** סיכון בטיחותי חמור להולכי רגל.
prevalent	חרדה היא בעיה נפשית **נפוצה** בקרב מתבגרים כיום.
robust	מערכת חיסונית **איתנה** עוזרת לגוף להילחם בזיהומים.
rodent	עכברים וחולדות הם **מכרסמים** נפוצים שחיים בקרבת יישובי אדם.
sake	היא חסכה כסף כל חודש **למען** קניית מכונית חדשה.
segregation	החקלאי השתמש **בהפרדה** כדי להרחיק חיות חולות מהעדר הבריא.
seismic	הפעילות **הססמית** התגברה והזהירה מפני רעידת אדמה אפשרית.
silkworm	**תולעי המשי** טוות פקעות שנקצרות לייצור חוט משי.
span	הגשר **נמתח** מעל הנהר ומחבר בין שתי הערים.
standardize	החברה **תתקנן** את כל הנהלים בכל סניפי המשרד.
strive	היא **שואפת** לשפר את הציונים שלה בכל שיעור בבית הספר.
subtle	ההבדל **הדק** בין הצבעים היה קשה להבחנה.
surpass	הציורים שלה **עולים על** כל מה שראינו לפני כן.
swept away	הזרם החזק **סחף** את הסירה הקטנה.
tainted	אספקת המים הייתה **מזוהמת** בחיידקים מסוכנים.
undergo	היא **עברה** ניתוח גדול בבית החולים בחודש שעבר.
unfold	הסיפור **נחשף** ככל שהבלש מגלה רמזים חדשים.
viable	למרות התקציב המצומצם, התוכנית עדיין **בת-קיימא** ויכולה להצליח.
vivid	יש לה זיכרונות **חיים** מסיפורי סבתא שלה מהילדות.
alleviate	התרופה הזו **תקל** על כאב הראש החזק שלך במהירות.
aspire	היא **שואפת** לזכות במדליית זהב אולימפית.
astound	החדשות המפתיעות **הדהימו** את כולם בחדר.
bolster	חדשות טובות בהחלט **יתמכו** בביטחון שלהם היום.
candid	הוא היה **כן** באכזריות, וסיפר לבוס שלו שהתוכנית תיכשל בבירור.
canvass	החוקרים **יסקרו** את השכונה לצורך תשובות לסקר.
caste	מערכת **המעמדות** הנוקשה של הודו קבעה היסטורית את ההיררכיה החברתית.
coincide	שני האירועים **חפפו** במקרה ביום שבת.
concur	אני **מסכים** לחלוטין עם הניתוח המפורט שלך בנושא.
concurrence	אנחנו זקוקים **להסכמה** של כל חברי הדירקטוריון לפני שנמשיך.
confer	עורכי הדין **יתייעצו** עם לקוחותיהם לפני המשפט.
congregate	ציפורים **מתקהלות** על חוטי חשמל בכל דמדומים.
correspondent	**הכתב** הזר של העיתון שלח כתבות יומיות מהוועידה העמוסה.
dandy	**הגנדרן** צעד ברחוב לבוש באפוד משי בוהק.
demean	אני לא **אשפיל** את עצמי בכך שאגיב לעלבונות.
demise	**קצה** של החברה נגרם מניהול גרוע מאוד.
descendant	היא **צאצאית** ישירה של המשפחה המלכותית.
devastate	הוריקן **יחריב** את הקהילות החופיות הפגיעות באורח חמור.
disparage	אל **תזלזל** במאמציו גם אם אתה לא מסכים.
dissect	אנחנו **ננתח** את הרומן פרק אחר פרק.
draw (drew)	היא **שלפה** את חרבה מהנדן בתנועה מהירה אחת.
embitter	שנות כישלון **גרמו לו להתמרמר**, והוא סירב לנסות שוב.
ensue	אחרי ההחלטה השנויה במחלוקת של השופט, **פרץ** כאוס באצטדיון.
exert	היא **התאמצה** בכל כוחה כדי לדחוף את הדלת הכבדה ולפתוח אותה.
expend	המפעל **הוציא** את רוב התקציב שלו על ציוד בטיחות חדש בשנה שעברה.
fabricate	הוא **בדה** סיפור על מחלה כדי להימנע מהפגישה הקשה.
gauge	**מד** הדלק הראה שהמכל כמעט ריק לפני הנסיעה.
grievance	העובד הגיש **תלונה** נגד המנהל שלו על יחס לא הוגן.
immersion	**הטבילה** במים הקרים זעזעה את הגוף שלו עמוקות.
impart	מורים **מקנים** ידע לתלמידים באמצעות הרצאות ודיונים.
implicate	הראיות **מסבכות** אותו ישירות בשוד.
incidence	**התדירות** של השפעת עולה בכל חורף באזורים קרים.
industrious	התלמידה **החרוצה** למדה עד השעות המאוחרות כל לילה לקראת המבחן.
inhabit	לטאות מדבר **גרות** באזורים סלעיים שבהם הן מוצאות מחסה.
instill	מורים טובים **משרישים** ביטחון בתלמידיהם במהלך השיעור.
invertebrate	תמנון הוא בעל חיים **חסר חוליות** ללא עמוד שדרה שיכול להידחק דרך מקומות צרים.
jagged	הסלעים **המשוננים** לאורך החוף עלולים לפצוע את כפות הרגליים שלך.
lackluster	האוכל **חסר הברק** של המסעדה היה כה תפל וחסר חיים שאף אחד לא סיים אותו.
lapse	**רגע של שכחה** גרם לו לשכוח את שם חברו הטוב ביותר.
lucrative	העסקה **הרווחית** הזאת עשתה אותה עשירה תוך שנה.
mediate	עורך דין **יתווך** בין שני שותפי העסק הכועסים.
myriad	יש סיבות **רבות** לכך שאנשים נהנים לקרוא ספרים.
nocturnal	ינשופים הם ציפורים **ליליות** שצדות רק בשעות הלילה.
nourish	אוכל טוב **יזין** את גופך ויעזור לך לגדול.
penned	הסופר **כתב** את הרומן בתוך שלושה חודשים בלבד.
perch	הציפור מצאה **מקום לנוח עליו** על חוט הטלפון.
plight	נפגעי השיטפון היו **במצוקה** קשה בלי מזון ומחסה.
prompt	החדשות העצובות **גרמו** לו להתקשר לאמו מיד.
prop	היא השתמשה במטאטא כדי **להחזיק** את הדלת פתוחה כל אחר הצהריים.
proponent	היא **תומכת** באנרגיה מתחדשת ובאנרגיית שמש.
render	המחלה **הפכה** אותו לבלתי מסוגל לעבוד במשך חודשים.
respective	הקבוצות ניצחו **כל אחת** במשחק שלה בסוף השבוע האחרון.
sarcophagus	**ארון הקבורה** הקדום של המלך התגלה בתוך הקבר.
scrutinize	היא **תבחן** כל פרט בחוזה לפני שתחתום.
shingles	**רעפי** הגג ניזוקו בסערה.
slate	הישיבה **נקבעה** ליום שלישי הבא בשעה שתיים.
snicker	התלמידים היו **מגחכים** בכל פעם שהמורה טעה.
soar	הנשר **דאה** מעל ההרים בחיפוש אחר מזון.
solicit	העמותה **תבקש** תרומות ממשפחות עשירות.
stature	**קומתו** הנמוכה גרמה לו להיראות צעיר יותר משהיה באמת.
taint	השערורייה **תכתים** את המוניטין והדימוי הציבורי שלו לתמיד.
thimble	היא השתמשה **באצבעון** מתכת כדי להגן על האצבע שלה בזמן התפירה.
tinker	היא בילתה שעות **בהתעסקות** עם המנוע הישן עד שהוא סוף סוף עבד.
transcend	ההישגים שלה **מתעלים** על מה שכולם חשבו שאפשרי בגילה.
utter	היא לא **ביטאה** מילה אחת במהלך כל הישיבה.
veracity	כתבים בדקו את **אמיתות** טענותיו לפני שפרסמו את הכתבה.
vie	ספורטאים **מתחרים** על מדליות זהב ועל ההזדמנות לייצג את מדינתם.
wrought	השער היפה **חושל** בידי אומן מיומן לפני עשרות שנים.
