יחידה	#	מילה מנוקדת	מילה	שורש	מוצא	סטטוס	מקורות	הערה
4	6	בָּטַשׁ	בטש	בטש	ויקינתונים (CC0)	שוכתב			L205693
4	7	כִּלָּה	כלה	כלה	ויקינתונים (CC0)	אומת			L212117
4	8	חָצַב	חצב	חצב	ויקינתונים (CC0)	אומת			L211091
4	9	סִתֵּת	סתת	סתת	ויקינתונים (CC0)	אומת			L80453
4	10	גִּלֵּף	גלף	גלפ	ויקינתונים (CC0)	שוכתב			L206216
4	11	חָרַט	חרט	חרט	ויקינתונים (CC0)	אומת			L211149
4	12	יָצַק	יצק	יצק	ויקינתונים (CC0)	אומת			L211858
4	13	הִתִּיךְ	התיך	נתכ	ויקינתונים (CC0)	אומת			L209626
4	14	מֵרֵק	מרק	מרק	ויקינתונים (CC0)	אומת			L66552
4	15	אָרַג	ארג	ארג	ויקינתונים (CC0)	אומת			L205353
4	16	פָּסַח	פסח	פסח	ויקינתונים (CC0)	אומת			L217006
4	17	קִפֵּחַ	קפח	קפח	ויקינתונים (CC0)	שוכתב			L218397
4	18	רָדָה	רדה	רדה	ויקינתונים (CC0)	אומת			L218672
4	19	מָחָה	מחה	מחה	ויקינתונים (CC0)	אומת			L213005
4	20	הִלְעִיט	הלעיט	לעט	ויקינתונים (CC0)	שוכתב			L208190
4	21	סָבָא	סבא	סבא	ויקינתונים (CC0)	אומת			L215132
4	22	הִתְבַּסֵּם	התבסם	בסמ	ויקינתונים (CC0)	שוכתב			L209342
4	23	נָסַךְ	נסך	נסכ	ויקינתונים (CC0)	שוכתב			L214769
4	24	תָּסַס	תסס	תסס	ויקינתונים (CC0)	שוכתב			L220314
4	25	הִבְאִישׁ	הבאיש	באש	ויקינתונים (CC0)	שוכתב			L206840
4	26	נָדַף	נדף	נדפ	ויקינתונים (CC0)	שוכתב			L214185
4	27	הִתִּיז	התיז	נתז	ויקינתונים (CC0)	אומת			L209570
4	28	נִקְוָה	נקוה	קוה	ויקינתונים (CC0)	אומת			L214948
4	29	קָד	קד	קדד	ויקינתונים (CC0)	אומת			L217787
4	30	סָגַד	סגד	סגד	ויקינתונים (CC0)	שוכתב			L215156
4	31	זִקֵּק	זקק	זקק	ויקינתונים (CC0)	שוכתב			L210441
4	32	דִּשְׁדֵּשׁ	דשדש	דשדש	ויקינתונים (CC0)	אומת			L206791
4	33	שִׁרְבֵּב	שרבב	שרבב	ויקינתונים (CC0)	אומת			L219849
4	34	כִּרְכֵּר	כרכר	כרכר	ויקינתונים (CC0)	שוכתב			L212225
4	35	שָׁעַט	שעט	שעט	ויקינתונים (CC0)	אומת			L219772
4	36	נִתַּר	נתר	נתר	ויקינתונים (CC0)	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	L214626
4	37	חִשֵּׁל	חשל	חשל	ויקינתונים (CC0)	שוכתב			L210899
4	38	הִתְרַפֵּק	התרפק	רפק	ויקינתונים (CC0)	שוכתב			L210239
4	39	חָשַׁק	חשק	חשק	ויקינתונים (CC0)	אומת			L211220
4	40	נִחַם	נחם	נחמ	ויקינתונים (CC0)	אומת			L214513
4	41	הִטִּיחַ	הטיח	טוח	ויקינתונים (CC0)	אומת			L207683
4	42	מֵרֵר	מרר	מרר	ויקינתונים (CC0)	שוכתב			L213283
4	43	הִתְרַצָּה	התרצה	רצה	ויקינתונים (CC0)	אומת			L210241
4	44	הִתְבַּטֵּל	התבטל	בטל	ויקינתונים (CC0)	שוכתב			L209327
4	45	רִתֵּק	רתק	רתק	ויקינתונים (CC0)	שוכתב			L218937
4	46	שָׁבָה	שבה	שבה	ויקינתונים (CC0)	שוכתב			L219198
4	47	הִתְפַּרְקֵד	התפרקד	פרקד	ויקינתונים (CC0)	אומת			L210075
4	48	שָׁכַךְ	שכך	שככ	ויקינתונים (CC0)	אומת			L219637
4	49	גָּוַע	גוע	גוע	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L206080
4	50	גָּסַס	גסס	גסס	ויקינתונים (CC0)	אומת			L206330
4	51	נָבַר	נבר	נבר	ויקינתונים (CC0)	אומת			L214115
4	52	פִּשְׁפֵּשׁ	פשפש	פשפש	ויקינתונים (CC0)	שוכתב			L217384
4	53	נֶחְלַץ	נחלץ	חלצ	ויקינתונים (CC0)	שוכתב			L214383
4	54	כִּלְכֵּל	כלכל	כלכל	ויקינתונים (CC0)	אומת			L212133
4	55	פָּרַע	פרע	פרע	ויקינתונים (CC0)	אומת			L217341
4	56	נָשָׁה	נשה	נשה	ספריא · נחלת הכלל	אומת			Rashi on Chullin 91a:19:1 (Vilna Edition [he])
4	57	חָב	חב	חוב	ויקינתונים (CC0)	שוכתב			L210553
4	58	גָּרַף	גרף	גרפ	ויקינתונים (CC0)	אומת			L491572
4	59	הֶחֱטִיא	החטיא	חטא	ויקינתונים (CC0)	אומת			L207612
4	60	הָדַף	הדף	הדפ	ויקינתונים (CC0)	אומת			L491580
4	61	נִדָּה	נדה	נדה	ויקינתונים (CC0)	אומת			L66695
4	62	פִּלֵּס	פלס	פלס	ויקינתונים (CC0)	אומת			L80930
4	63	כָּרַךְ	כרך	כרכ	ויקינתונים (CC0)	שוכתב			L212222
4	64	הֶעְתִּיק	העתיק	עתק	ויקינתונים (CC0)	אומת			L208503
4	65	הִתְיַמֵּר	התימר	ימר	ויקינתונים (CC0)	אומת			L209594
4	66	הִצְטַנֵּף	הצטנף	צנפ	ויקינתונים (CC0)	אומת			L208646
4	67	קִנֵּן	קנן	קננ	ויקינתונים (CC0)	שוכתב			L218180
4	68	דָּגַל	דגל	דגל	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L206446
4	69	כּוֹנֵן	כונן	כונ	ויקינתונים (CC0)	אומת			L211999
4	70	נָקַב	נקב	נקב	ויקינתונים (CC0)	אומת			L214935
4	71	פִּעְפֵּעַ	פעפע	פעפע	ויקינתונים (CC0)	אומת			L217079
4	72	הִפְרִיחַ	הפריח	פרח	ויקינתונים (CC0)	אומת			L208574
4	73	זָרָה	זרה	זרה	ויקינתונים (CC0)	אומת			L210526
4	74	נִפָּה	נפה	נפה	ויקינתונים (CC0)	אומת			L66865
4	75	נָצַר	נצר	נצר	ויקינתונים (CC0)	אומת			L220572
4	76	הִבְזִיק	הבזיק	בזק	ויקינתונים (CC0)	אומת			L206849
4	77	הֶחֱוָה	החוה	חוה	ויקינתונים (CC0)	אומת			L207605
4	78	הִתְוָה	התוה	תוה	ויקינתונים (CC0)	אומת			L209459
4	79	שָׁלָה	שלה	שלה	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L219664
4	80	מָשָׁה	משה	משה	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L213889
4	81	הִתְרוֹשֵׁשׁ	התרושש	רשש	ויקינתונים (CC0)	אומת			L210200
4	82	אַבְחָה	אבחה	אבח	ויקינתונים (CC0)	אומת			L63624
4	83	פִּרְצָה	פרצה	פרצ	ויקינתונים (CC0)	שוכתב			L217354
4	84	תֻּרְפָּה	תרפה	תרפ	ויקינתונים (CC0)	אומת			L82635
4	85	מָבוֹי	מבוי	מבוי	ויקינתונים (CC0)	אומת			L212574
4	86	רֶסֶן	רסן	רסנ	ויקינתונים (CC0)	שוכתב			L219002
4	87	דָּרְבָּן	דרבן	דרבנ	ויקינתונים (CC0)	אומת			L206752
4	88	עֹל	על	עול	ויקינתונים (CC0)	אומת			L483531
4	89	אַגָּן	אגן	אגנ	ויקינתונים (CC0)	שוכתב			L63661
4	90	קַנְקַן	קנקן	קנקנ	ויקינתונים (CC0)	אומת			L81684
4	91	נֹאד	נאד	נאד	ויקינתונים (CC0)	אומת			L79686
4	92	שִׁקּוּי	שקוי	שקה	ויקינתונים (CC0)	שוכתב			L82333
4	93	מָזוֹר	מזור	מזר	ויקינתונים (CC0)	אומת			L212964
4	94	רְטִיָּה	רטיה	רטה	ויקינתונים (CC0)	אומת			L218837
4	95	אַדֶּרֶת	אדרת	אדר	ויקינתונים (CC0)	אומת			L63718
4	96	הִינוּמָה	הינומה	הינומה	ויקינתונים (CC0)	אומת			L77293
4	97	טְלַאי	טלאי	טלא	ויקינתונים (CC0)	אומת			L65465
4	98	יְרִיעָה	יריעה	ירע	ויקינתונים (CC0)	שוכתב			L65641
4	99	מַרְבָד	מרבד	רבד	ויקינתונים (CC0)	אומת			L66520
4	100	כְּסוּת	כסות	כסה	ויקינתונים (CC0)	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	L78467
4	101	אַמְתַּחַת	אמתחת	אמתח	ויקינתונים (CC0)	אומת			L75580
4	102	נְבָכִים	נבכים	נבכ	ויקינתונים (CC0)	אומת			L214104
4	103	תּוֹאֲנָה	תואנה	אנה	ויקינתונים (CC0)	שוכתב			L82430
4	104	שִׁלְהֵי	שלהי	שלהי	ויקינתונים (CC0)	שוכתב			L491487
4	105	עֶרֶשׂ	ערש	ערש	ויקינתונים (CC0)	שוכתב			L67330
4	106	דְּוַי	דוי	דוה	ויקינתונים (CC0)	אומת			L76923
4	107	מוּם	מום	מומ	ויקינתונים (CC0)	שוכתב			L66102
4	108	פַּלָּצוּת	פלצות	פלצ	ויקינתונים (CC0)	אומת			L216926
4	109	תַּזָּזִית	תזזית	תזז	ויקינתונים (CC0)	אומת			L220090
4	110	צַחֲנָה	צחנה	צחנ	ויקינתונים (CC0)	אומת			L81274
4	111	אֲפִיסָה	אפיסה	אפס	ויקינתונים (CC0)	אומת			L205230
4	112	נָדָן	נדן	נדנ	ויקינתונים (CC0)	אומת			L66700
4	113	רֹמַח	רמח	רמח	ויקינתונים (CC0)	אומת			L68081
4	114	עֲטָרָה	עטרה	עטר	ויקינתונים (CC0)	אומת			L216036
4	115	שַׁרְבִיט	שרביט	שרביט	ויקינתונים (CC0)	אומת			L68498
4	116	כֵּס	כס	כס	ויקינתונים (CC0)	שוכתב			L65809
4	117	רוֹזֵן	רוזן	רזנ	ויקינתונים (CC0)	אומת			L218737
4	118	נְצִיב	נציב	נצב	ויקינתונים (CC0)	אומת			L214905
4	119	עֲלוּמִים	עלומים	עלמ	ויקינתונים (CC0)	אומת			L216159
4	120	שֵׂיבָה	שיבה	שיב	ויקינתונים (CC0)	אומת			L82194
4	121	קֹמֶץ	קמץ	קמצ	ויקינתונים (CC0)	אומת			L218338
4	122	דֹּפֶן	דפן	דפנ	ויקינתונים (CC0)	שוכתב			L206647
4	123	קוֹרָה	קורה	קרה	ויקינתונים (CC0)	שוכתב			L81566
4	124	יָתֵד	יתד	יתד	ויקינתונים (CC0)	שוכתב			L65654
4	125	גַּלְעֵד	גלעד	גלעד	ויקינתונים (CC0)	אומת			L76692
4	126	מַסְוֶה	מסוה	סוה	ויקינתונים (CC0)	אומת			L79309
4	127	צֶלֶם	צלם	צלמ	ויקינתונים (CC0)	אומת			L67681
4	128	בָּבוּאָה	בבואה	בבא	ויקינתונים (CC0)	אומת			L76139
4	129	מַאֲוַיִּים	מאויים	אוה	ספריא · נחלת הכלל	אומת			Tov haLevanon, Tenth Treatise on Devotion to God 7:10 (Chovat Halevavot, Warsaw 1875 [he])
4	130	כּוּר	כור	כור	ויקינתונים (CC0)	שוכתב			L65717
4	131	פִּיחַ	פיח	פיח	ויקינתונים (CC0)	אומת			L216715
4	132	אוּד	אוד	אוד	ויקינתונים (CC0)	שוכתב			L63729
4	133	רֶמֶץ	רמץ	רמצ	ויקינתונים (CC0)	אומת			L68140
4	134	גְּבִיר	גביר	גבר	ויקינתונים (CC0)	אומת			L76545
4	135	פְּלוֹנִי	פלוני	פלוני	ויקינתונים (CC0)	אומת			L216885
4	136	קַרְתָּן	קרתן	קרת	ספריא · נחלת הכלל	אומת			Ralbag on I Chronicles 6:61:2 (On Your Way [he])
4	137	בְּדֹלַח	בדלח	בדלח	ויקינתונים (CC0)	אומת			L76157
4	138	מַתָּת	מתת	מתת	ספריא · נחלת הכלל	שוכתב			Metzudat Zion on I Kings 13:7:2 (On Your Way [he])
4	139	תְּשׁוּרָה	תשורה	תשר	ויקינתונים (CC0)	אומת			L220456
4	140	רוֹכֵל	רוכל	רכל	ויקינתונים (CC0)	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	L218750
4	141	כָּרוֹז	כרוז	כרז	ויקינתונים (CC0)	אומת			L212201
4	142	חוֹטֵב	חוטב	חטב	ויקינתונים (CC0)	אומת			L210641
4	143	אֵבוּס	אבוס	אבס	ויקינתונים (CC0)	אומת			L204495
4	144	שֹׁקֶת	שקת	שקת	ויקינתונים (CC0)	שוכתב			L82342
4	145	דִּיר	דיר	דיר	ויקינתונים (CC0)	אומת			L64708
4	146	אֻרְוָה	ארוה	ארו	ויקינתונים (CC0)	אומת			L76003
4	147	שׁוֹבָךְ	שובך	שבכ	ויקינתונים (CC0)	אומת			L82134
4	148	אֹרְחָה	ארחה	ארח	ספריא · נחלת הכלל	שוכתב			Metzudat Zion on II Kings 25:30:1 (On Your Way [he])
4	149	בִּקְתָּה	בקתה	בקת	ויקינתונים (CC0)	אומת			L76416
4	150	פֻּנְדָּק	פנדק	פונדק	ויקינתונים (CC0)	אומת			L80954
4	151	אַפִּרְיוֹן	אפריון	אפריונ	ויקינתונים (CC0)	אומת			L75909
4	152	מַחְצֶלֶת	מחצלת	חצל	ויקינתונים (CC0)	אומת			L78986
4	153	כֶּסֶת	כסת	כסת	ויקינתונים (CC0)	אומת			L212169
4	154	פָּמוֹט	פמוט	פמוט	ויקינתונים (CC0)	אומת			L80944
4	155	מִכְמַנִּים	מכמנים	כמנ	ויקינתונים (CC0)	אומת			L213308
4	156	קוּרִים	קורים	קור	ספריא · נחלת הכלל	אומת			Mishnah Megillah 3:5 (Mishnah based on the Kaufmann manuscript, edited by Dan Be'eri [he])
4	157	רָדוּד	רדוד	רדד	ויקינתונים (CC0)	שוכתב			L218673
4	158	נָבוּב	נבוב	נבב	ויקינתונים (CC0)	אומת			L214080
4	159	נִכְאֶה	נכאה	כאה	ספריא · נחלת הכלל	אומת			Shadal on Isaiah 16:7:4 (Padova, 1867 [he])
4	160	שָׁפוּף	שפוף	שפפ	ויקינתונים (CC0)	אומת			L219792
4	161	אָדוּק	אדוק	אדק	ויקינתונים (CC0)	שוכתב			L204374
4	162	עָרִיץ	עריץ	ערצ	ויקינתונים (CC0)	אומת			L80603
4	163	צוֹרֵר	צורר	צרר	ויקינתונים (CC0)	אומת			L217527
4	164	יוֹקֵד	יוקד	יקד	ויקינתונים (CC0)	שוכתב			L211864
4	165	חָקוּק	חקוק	חקק	ויקינתונים (CC0)	אומת			L211108
4	166	רוֹפֵף	רופף	רפפ	ויקינתונים (CC0)	אומת			L218782
4	167	עָבֹת	עבת	עבת	ויקינתונים (CC0)	שוכתב			L80458
4	168	מְסֻרְבָּל	מסרבל	סרבל	ויקינתונים (CC0)	שוכתב			L213521
4	169	קְלוֹקֵל	קלוקל	קלקל	ויקינתונים (CC0)	אומת			L218245
4	170	נִכְמְרוּ רַחֲמָיו	נכמרו רחמיו	נכמרו-רחמיו	ספריא · נחלת הכלל	שוכתב			Etz Yosef on Bereishit Rabbah 94:8:1 (Midrash Rabbah with Etz Yosef, Warsaw, 1867 [he])
4	171	נָפְלוּ פָּנָיו	נפלו פניו	נפלו-פניו	ספריא · נחלת הכלל	אומת			Sforno on Genesis 4:8:1 (Vocalized Edition [he])
4	172	שְׁאָט נֶפֶשׁ	שאט נפש	שאט-נפש	ספריא · נחלת הכלל	אומת			Peri Megadim on Orach Chayim, Letters 2:10 (Warsaw, 1877 [he])
4	173	לְלֹא חָת	ללא חת	ללא-חת	ויקיטקסט · נחלת הכלל	אומת			צידה לדרך מפרשות השבוע/פרשת שמות
4	174	סָמְרוּ שַׂעֲרוֹתָיו	סמרו שערותיו	סמרו-שערותיו	⚠ דרוש מקור	שוכתב			סמר
4	175	הִרְקִיעַ שְׁחָקִים	הרקיע שחקים	הרקיע-שחקים	ספריא · נחלת הכלל	אומת			Otzar Midrashim, Maaseh Beraishit & Maaseh Merkavah, Zeh Maaseh Beraishit (Work of Creation) 7 (Otzar Midrashim, New York, 1915 [he])
4	176	שֵׁם דָּבָר	שם דבר	שם-דבר	ספריא · נחלת הכלל	SKIP			Gur Aryeh on Shemot 16:3:1 (Gur Aryeh, Machon Yerushalyim, 1989-1995 [he])
4	177	עִיֵּי חֳרָבוֹת	עיי חרבות	עיי-חרבות	ויקיטקסט · נחלת הכלל	אומת			שירים (שאול טשרניחובסקי)/שירים חדשים/אהבתי כי אראה
4	178	יֵשׁ מֵאַיִן	יש מאין	יש-מאין	ספריא · נחלת הכלל	אומת			Malbim Beur Hamilot on Isaiah 45:12:1 (On Your Way [he])
4	179	מִקְסַם שָׁוְא	מקסם שוא	מקסם-שווא	ספריא · נחלת הכלל	אומת			Sermons Unto My People, The Three Festivals 5:12 (Derashot El Ami, Jerusalem 1936 [he])
4	180	תָּלוּי עַל בְּלִימָה	תלוי על בלימה	תלוי-על-בלימה	ספריא · נחלת הכלל	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	Chelkat Mechokek on Job 26:7:1 (Chelkat Mechokek, Warsaw 1876 [he])
4	181	שְׁכוּחַ אֵל	שכוח אל	שכוח-אל	ויקינתונים (CC0)	אומת			L219622
4	182	עוֹלֶה עַל גְּדוֹתָיו	עולה על גדותיו	עולה-על-גדותיו	ספריא · נחלת הכלל	אומת			Meshekh Chokhmah, Miketz 8 (Riga, 1927 [he])
4	183	צַר עַיִן	צר עין	צר-עין	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Korban HaEdah on Jerusalem Talmud Pesachim 7:8:3:2 (1536 [he])
4	184	בַּר חֲלוֹף	בר חלוף	בר-חלוף	ספריא · נחלת הכלל	אומת			Yachin on Mishnah Sanhedrin 10:5:1 (Mishnah, ed. Romm, Vilna 1913 [he])
4	185	נוֹשֵׂא כֵּלִים	נושא כלים	נושא-כלים	ספריא · נחלת הכלל	אומת			Metzudat David on I Samuel 16:21:1 (On Your Way [he])
4	186	אָבַד עָלָיו הַכֶּלַח	אבד עליו הכלח	אבד-עליו-הכלח	ויקיטקסט · נחלת הכלל	אומת			מדינת היהודים/פתח דבר
4	187	יָצָא בְּשֵׁן וָעַיִן	יצא בשן ועין	יצא-בשן-ועין	ספריא · נחלת הכלל	שוכתב			Or HaChaim on Exodus 21:7:6 (Vocalized Edition [he])
4	188	כְּמוֹצֵא שָׁלָל רָב	כמוצא שלל רב	כמוצא-שלל-רב	ספריא · נחלת הכלל	שוכתב			Ohr Ne'erav, Appendix The Introductory Material 2:20 (Or Neerav, Furth 1701. [he])
4	189	הִגְדִּישׁ אֶת הַסְּאָה	הגדיש את הסאה	הגדיש-את-הסאה	ויקיטקסט · נחלת הכלל	אומת			על בן-עמי
4	190	יָצָא מִגִּדְרוֹ	יצא מגדרו	יצא-מגדרו	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Perush Maharzu on Ruth Rabbah 2:3:9 (Midrash Rabbah, Vilna, 1878 [he])
4	191	נֶחְבָּא אֶל הַכֵּלִים	נחבא אל הכלים	נחבא-אל-הכלים	ספריא · נחלת הכלל	אומת			Avi Ezer, Leviticus 2:5:1 (Avi Ezer [he])
4	192	הִתְרָה	התרה	תרה	ויקינתונים (CC0)	אומת			L210182
4	193	הִדְבִּיר	הדביר	דבר	ויקינתונים (CC0)	שוכתב			L206954
4	194	כֶּבֶשׁ	כבש	כבש	ויקינתונים (CC0)	שוכתב			L211945
4	195	מֵצֵר	מצר	צרר	ויקינתונים (CC0)	SKIP			L79493
4	196	בָּזַק	בזק	בזק	ויקינתונים (CC0)	אומת			L205669
4	197	לְמוֹתָר	למותר	למותר	ספריא · נחלת הכלל	שוכתב			Kessef Mishneh on Mishneh Torah, Sheqel Dues 2:3:2 (Torat Emet 363 [he])
4	198	בָּא עַל שְׂכָרוֹ	בא על שכרו	בא-על-שכרו	ספריא · נחלת הכלל	שוכתב			Haamek Davar on Genesis 2:14:1 (Ha'amek Davar [he])
4	199	אֵיתָן בְּדַעְתוֹ	איתן בדעתו	איתן-בדעתו	ספריא · נחלת הכלל	שוכתב			Avodat HaMelekh on Mishneh Torah, Foreign Worship and Customs of the Nations 1:3:1 (Friedberg Edition [he])
4	200	סִיקֵּל	סיקל	סקל	ויקינתונים (CC0)	אומת			L215571
4	201	יַנְקוּת	ינקות	ינק	ויקינתונים (CC0)	שוכתב			L65613
4	202	מְגֻלָּם	מגלם	גלמ	ספריא · נחלת הכלל	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	Mishneh Torah, Foundations of the Torah 4:7 (Torat Emet 363 [he])
4	203	לֹא יָדַע אֶת נַפְשׁוֹ	לא ידע את נפשו	לא-ידע-את-נפשו	ספריא · נחלת הכלל	שוכתב			Sefer HaYashar (midrash), Book of Genesis, Lech Lecha 2 (Sefer HaYashar, Livorno 1870 [he])
4	204	רָחַץ בְּנִקְיוֹן כַּפָּיו	רחץ בנקיון כפיו	רחץ-בנקיון-כפיו	ספריא · נחלת הכלל	אומת			Beit Yosef, Orach Chayim 25:1:1 (Tur Orach Chaim, Vilna, 1923 [he])
4	205	שָׂם נַפְשׁוֹ בְּכַפּוֹ	שם נפשו בכפו	שם-נפשו-בכפו	ספריא · נחלת הכלל	אומת			The Book of Maccabees II 14:43 (43747 [he])
4	206	פָּשַׁט יָדוֹ	פשט ידו	פשט-ידו	ספריא · נחלת הכלל	אומת			Rashi on Shabbat 5a:17:2 (Vilna Edition [he])
4	207	תְּהֵא אֲשֶׁר תְּהֵא	תהא אשר תהא	תהא-אשר-תהא	ספריא · נחלת הכלל	אומת			Metzudat David on Job 5:24:1 (On Your Way [he])
4	208	הִקְשָׁה עָרְפּוֹ	הקשה ערפו	הקשה-ערפו	ספריא · נחלת הכלל	אומת			Malbim on Jeremiah 38:28:1 (On Your Way [he])
5	1	חִישׁ	חיש	חיש	ויקינתונים (CC0)	אומת			L492081
5	2	אַט	אט	אטט	ויקינתונים (CC0)	שוכתב			L75267
5	3	דּוּמָם	דומם	דממ	ויקינתונים (CC0)	אומת			L206514
5	4	בְּפַרְהֶסְיָה	בפרהסיה	פרהסיה	ויקיטקסט · נחלת הכלל	אומת			רמב"ם הלכות עבדים א ה
5	5	בְּצִנְעָה	בצנעה	צנע	ספריא · נחלת הכלל	שוכתב			Ya'arot Devash II 9:14 (1293 [he])
5	6	בַּחֲשַׁאי	בחשאי	חשא	ספריא · נחלת הכלל	אומת			Turei Zahav on Shulchan Arukh, Orach Chayim 61:5 (Maginei Eretz: Shulchan Aruch Orach Chaim, Lemberg, 1893 [he])
5	7	בְּעִתּוֹת	בעתות	עתות	ספריא · נחלת הכלל	שוכתב			Pat Lechem, Eighth Treatise on Examining the Soul 2:4 (Chovat Halevavot, Warsaw 1875 [he])
5	8	קְבַרְנִיט	קברניט	קברניט	ויקינתונים (CC0)	אומת			L81429
5	9	נוֹגֵשׂ	נוגש	נגש	ויקינתונים (CC0)	אומת			L214155
5	10	יָשִׁישׁ	ישיש	ישש	ויקינתונים (CC0)	אומת			L78325
5	11	טַף	טף	טפפ	ויקינתונים (CC0)	אומת			L65487
5	12	זַאֲטוּט	זאטוט	זאטוט	ויקינתונים (CC0)	אומת			L77584
5	13	קֻנְדָּס	קנדס	קנדס	ויקינתונים (CC0)	אומת			L217934
5	14	אֶפִּיקוֹרוֹס	אפיקורוס	אפיקורוס	ויקינתונים (CC0)	אומת			L205236
5	15	צָלַח	צלח	צלח	ויקינתונים (CC0)	שוכתב			L217617
5	16	מִלֵּל	מלל	מלל	ויקינתונים (CC0)	אומת			L213379
5	17	עִלְעֵל	עלעל	עלעל	ויקינתונים (CC0)	אומת			L216169
5	18	נָשַׁף	נשף	נשפ	ויקינתונים (CC0)	שוכתב			L215089
5	19	אָרָה	ארה	ארה	ויקינתונים (CC0)	אומת			L205366
5	20	תִּעְתֵּעַ	תעתע	תעתע	ויקינתונים (CC0)	אומת			L220340
5	21	טִשְׁטֵשׁ	טשטש	טשטש	ויקינתונים (CC0)	אומת			L211604
5	22	לִבֵּן	לבן	לבנ	ויקינתונים (CC0)	אומת			L212278
5	23	לִפֵּף	לפף	לפפ	ויקינתונים (CC0)	אומת			L212445
5	24	גָּלַל	גלל	גלל	ויקינתונים (CC0)	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	L206276
5	25	מִשֵּׁשׁ	משש	משש	ויקינתונים (CC0)	אומת			L213286
5	26	גִּשֵּׁשׁ	גשש	גשש	ויקינתונים (CC0)	אומת			L76816
5	27	רִקֵּעַ	רקע	רקע	ויקינתונים (CC0)	אומת			L219138
5	28	שָׁעָה	שעה	שעה	ויקינתונים (CC0)	אומת			L219769
5	29	שִׁפֵּד	שפד	שפד	ויקינתונים (CC0)	אומת			L219577
5	30	הֶעְפִּיל	העפיל	עפל	ויקינתונים (CC0)	שוכתב			L208487
5	31	הֻגְלָה	הגלה	גלה	ויקינתונים (CC0)	אומת			L206932
5	32	עָקַד	עקד	עקד	ויקינתונים (CC0)	אומת			L216264
5	33	הִסָּה	הסה	הסה	ויקינתונים (CC0)	אומת			L207937
5	34	הִקְשָׁה	הקשה	קשה	ויקינתונים (CC0)	שוכתב			L208851
5	35	זִלֵּף	זלף	זלפ	ספריא · נחלת הכלל	אומת			Chokhmat Shlomo on Sanhedrin 48a:7 (Vilna Edition [he])
5	36	גָּחַן	גחן	גחנ	ויקינתונים (CC0)	שוכתב			L206167
5	37	בִּתֵּר	בתר	בתר	ויקינתונים (CC0)	אומת			L205815
5	38	פִּכָּה	פכה	פכה	ויקינתונים (CC0)	שוכתב			L216744
5	39	קָרַשׁ	קרש	קרש	ויקינתונים (CC0)	אומת			L67993
5	40	הִשִּׂיא	השיא	נשא	ויקינתונים (CC0)	שוכתב		הוחזר בסבב 1 · הופרך בהפרכת-המכהן ונכתב מחדש	L208994
5	41	נוֹעַץ	נועץ	יעצ	ויקינתונים (CC0)	שוכתב			L214283
5	42	הִתְגּוֹדֵד	התגודד	גדד	ויקינתונים (CC0)	אומת			L209380
5	43	הִתְעָרָה	התערה	ערה	ויקינתונים (CC0)	אומת			L209974
5	44	נִטְמַע	נטמע	טמע	ויקינתונים (CC0)	אומת			L214446
5	45	סָר	סר	סור	ויקינתונים (CC0)	אומת			L215831
5	46	הִפְשִׁיל	הפשיל	פשל	ויקינתונים (CC0)	אומת			L208583
5	47	אָזַר	אזר	אזר	ויקינתונים (CC0)	אומת			L204634
5	48	חָגַר	חגר	חגר	ויקינתונים (CC0)	אומת			L210592
5	49	הִתְנַגֵּחַ	התנגח	נגח	ויקינתונים (CC0)	אומת			L209800
5	50	סִלֵּף	סלף	סלפ	ויקינתונים (CC0)	אומת			L215492
5	51	גָּעָה	געה	געה	ויקינתונים (CC0)	אומת			L206332
5	52	צָהַל	צהל	צהל	ויקינתונים (CC0)	אומת			L217489
5	53	שָׁרַץ	שרץ	שרצ	ויקינתונים (CC0)	אומת			L219891
5	54	תָּפַח	תפח	תפח	ויקינתונים (CC0)	אומת			L220353
5	55	פִּרְכֵּס	פרכס	פרכס	ויקינתונים (CC0)	אומת			L217294
5	56	שִׁלְשֵׁל	שלשל	שלשל	ויקינתונים (CC0)	אומת			L219703
5	57	נִפֵּץ	נפץ	נפצ	ויקינתונים (CC0)	אומת			L214874
5	58	הִתְפָּעֵם	התפעם	פעמ	ויקינתונים (CC0)	אומת		הוחזר בסבב 1 · אומת בהפרכת-המכהן	L210048
