בחר	קטגוריה	מילה	הסיבה שלא נכנסה	מה מכסה אותה	יחידה בישן	פירוש בישן	רישיון	מקור ההוכחה
	אולי · לא נבדקה	גַּנְזַך	שם עצם למקום אחסון ארכיוני; ספק אם מונח ארכיוני-מקצועי צר מדי.		2	ארכיב, ארכיון, מקום לאכסון מסמכים (לרוב ממשלתי)	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הוֹכִיחַ	פועל דו-משמעי נפוץ (הוכחה בעדויות / נזיפה); ספק אם שכיח מדי בהיכרות בסיסית.		2	ביסס טענה בעזרת עדויות או היגיון; גער במישהו על מעשיו	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִכְמִין	פועל להנחה במקום מסתור; ספק אם קרוב מדי ל"שהה" (להישאר זמן־מה) או שונה מספיק (הסתרה מכוונת מול שהייה).		2	הניח במקום מסתור, החביא, הסתיר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִשְׁכִּין	פועל רב-משמעי (יישוב שלום, יישוב דיירים, הנחה); ספק אם המשמעויות מכוסות חלקית על ידי "שכן" שבמשפחה.		2	הביא למצב רצוי כמו שלום או אווירה נוחה; יישב דיירים במקום מגורים; הניח, שם	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִשְׁתּוֹקֵק	קרוב מאוד ל"חפץ" (רצה) שכבר בחדש, אך "השתוקק" מבטא כמיהה עזה יותר; ספק אם ניואנס העוצמה מספיק להבחנה.		2	רצה מאוד	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	זְמוֹרָה	קרובה ל"חוטר" (ענף צעיר); ספק אם המשמעות הבוטנית שונה מספיק לפריט נפרד.		2	ענף, זרד	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	זָמַר	פועל חקלאי מדויק (גיזום גפן); ספק אם מונח חקלאי-מקצועי צר מדי.		2	גזם את שריגי הגפן והסיר ענפים מיותרים מן העץ	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חִלְחוּל	קרוב ל"חלחלה" (פחד) שבמשפחה, אך המשמעות המילולית (חדירת נוזלים) שונה מהמשמעות המטפורית (פחד); ספק אם שונה דיו.		2	הסתננות; חדירה של מים וירידתם למעמקים	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חָתָה	פועל נדיר (הרמת גחלים בכף); ספק אם מונח טכני-הסקתי צר מדי או פריט מבחן תקין.		2	הרים גחלים בכף או בכלי דומה והעבירם ממקום למקום	🟢 נקי	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)
	אולי · לא נבדקה	מִאוּס	קרוב ל"נלעג" (מגוחך); ספק אם "דוחה ומגעיל" זהה מספיק ל"מגוחך ועלוב" — גועל מול לעג הם רגשות שונים.		2	דוחה, מגעיל, בזוי	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מִכְמוֹנֶת	שם עצם למלכודת; ספק אם קרוב מדי ל"טמן לו פח" (גם הכנת מלכודת) או שונה מספיק — חפץ קונקרטי מול פעולה.		2	מלכודת, פח יקוש	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מִכְמָן	קרוב ל"מכמנים" (אוצרות חבויים) המופיע במשפחה בחדש; ספק אם זו נגזרת שקופה של מילה שכבר קיימת שם.		2	מטמון, אוצר	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	מְפוֹרָז	מונח גיאופוליטי-צבאי מדויק (שטח ללא כוחות צבא); ספק אם מקצועי-צר מדי.		2	שאין בו כוחות צבאיים	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	אולי · לא נבדקה	מְרוּבָּב	קרוב מאוד ל"מגואל" (מוכתם ומלוכלך) שכבר בחדש; ספק אם זהה מדי במשמעות.		2	מוכתם, מלוכלך	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	אולי · לא נבדקה	מְשׂוּרָה	קרובה מאוד לביטוי "במשורה" הקיים כמעט אותו ביטוי בדיוק; ספק אם זו כפילות של הניב עצמו.		2	כלי למדידת נוזלים; יחידת מידה לנוזלים; (במשורה) במידה מצומצמת, מעט מאוד	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	סָתוּם	מילה שכיחה מאוד בעגה (גם כגידוף "טיפש"); ספק אם שכיחה מדי לרמת פסיכומטרי למרות המשמעות הפורמלית התקנית.		2	לא ברור, לא מובן, מעורפל	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	פִּיטּוּם	קרוב מאוד ל"הלעיט" (האכלה מופרזת) שכבר בחדש; ספק אם שם העצם מוסיף די על הפועל הקיים.		2	האכלת מופרזת	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	צְדוּדִית	מונח ויזואלי-אמנותי (פרופיל); ספק אם מקצועי-צר מדי (צילום ואמנות).		2	פרופיל, מראה דמותו של אדם או עצם מן הצד	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	קָרוּא	תואר נדיר וארכאי (מי שהוזמן); ספק אם ברור מספיק כפריט עצמאי בשפה בת ימינו.		2	מי שהוזמן	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	רָווּי	תואר רב-משמעי (ספוג נוזל / עתיר); ספק אם המשמעויות מכוסות חלקית על ידי "מרבץ" הרחוק במשמעות.		2	שספג נוזל עד גבול הקליטה; שצמאונו סופק; עתיר, שיש בו הרבה מדבר מסוים	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	רָפֶה	קרוב ל"רכרוכי" (חלש אופי); ספק אם "רפה" (חלש פיזית ומדולדל) שונה מספיק מ"רכרוכי" (חלש אופי דווקא).		2	חלש ומדולדל, רופס	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	רִפְיוֹן רוּחַ	קרוב מאוד ל"רפיון ידיים" שבמשפחה בחדש — שני ניבים לאובדן מורל; ספק אמיתי אם זו כפילות או ניב נפרד.		2	יאוש; חולשה נפשית, חוסר אונים	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	שִׁעֲרוּך	קרוב ל"שמאי" (מעריך שווי) אך שונה בחלקי דיבור — תהליך מול איש מקצוע; ספק אם מכוסה דיו.		2	הערכת שווי מחדש	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	בִּיעוּת	חופף חלקית ל"מורא", אך מורא כולל יראת כבוד ואילו ביעות הוא אימה/בהלה חדה	מורא (חפיפה חלקית בלבד, לא זהה)	3	פחד גדול, מורא, אימה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	בַּר-שְׁפִיטָה	"פקד" אינו קשור כלל, אך המונח עצמו כמעט אך ורק משפטי-פוליטי ("שאלה בת-שפיטה") - ספק אם רחב מספיק כמילת מבחן		3	מי שניתן לשפוט אותו	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	אולי · לא נבדקה	בְּשׁוֹגֵג	קרוב ל"בלי משים" אך בשוגג הוא מונח הלכתי-משפטי (בניגוד ל"במזיד"), לא רק היסח דעת כללי	בלי משים (קרוב, לא זהה)	3	לא בכוונה, בטעות, שלא במתכוון, בלא יודעין	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	גַּמְלוֹנִי	"גמל" במשפחה, אך הקפיצה למשמעות המטאפורית (מסורבל, נע בכבדות) אינה מובנת מאליה גם למי שמכיר גמל		3	בעל גוף גדול ומסורבל, הנע בכבדות וללא חן	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִטִּיל אֶת חִתּוֹ / חִתָּתוֹ	הניב "הטיל מורא" הקיים במשפחה כמעט זהה במבנה ובמשמעות, אך זהו ניב שונה בכתיב	הטיל מורא (דומה מאוד, לא זהה)	3	הפחיד אותו מאוד, הרתיע	🟢 נקי	טקסט קלאסי (נחלת הכלל, לפי אופי החיבור)
	אולי · לא נבדקה	הֵמֵס	הפועל "נמס/המס" נפוץ יחסית - ספק אם שכיח מדי לבחינה או עדיין מילת מבחן לגיטימית		3	חימם מוצק עד שהפך לנוזל	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִרְפָּה	קרוב חלקית ל"חדל", אך "לא הרפה ממנו" הוא ניב נפרד; חפיפה חלקית עם ניבי המשפחה (ריפה ידיו)		3	הפסיק להחזיק בו, הפסיק להטריד או להציק	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִתְפִּיל	"תפל" כבר בחדש וההפעיל שקוף בלשנית, אך הקפיצה למשמעות הטכנית הספציפית (התפלת מים) אינה מובנת מאליה לכולם	תפל (שקוף חלקית)	3	הפך לתפל, הפך מי ים למי שתיה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חוֹשֶׁךְ מִצְרַיִם	הגדרה כמעט זהה ל"צלמות" הקיים ("אפלה כבדה"), אך זהו ניב תנ"כי בעל קונוטציה תרבותית ייחודית (מכת חושך)	צלמות (חפיפה כמעט מלאה)	3	אפלה כבדה, חושך מוחלט (מכת החושך במצרים)	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	חַתְרָנוּת	"חתר" כבר בחדש והשם-פעולה ניתן לניחוש חלקי, אך למונח קונוטציה פוליטית-אידאולוגית ספציפית שאינה מובנת אוטומטית		3	מאמץ נסתר לכרסם ביסודות של משטר או ממסד עד להפלתו	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	טָמַן ראשׁוֹ בַּחוֹל	"העלים עין" כמעט זהה במשמעות (התעלמות מכוונת), אך אלו ניבים נפרדים עם דימויים שונים (בת-יענה מול עצימת עין)	העלים עין (חפיפה כמעט מלאה)	3	התעלם מהמציאות החמורה	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	לְבָנָה	"סהר" כבר מכסה משמעות דומה (ירח), אך סהר עשוי להתייחס יותר לירח בצורת סהרון ואילו לבנה שם כללי לירח - חפיפה משמעותית, ספק אם כפילות מלאה	סהר (חפיפה משמעותית, לא ודאי זהה)	3	ירח, המאור הקטן	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מבוֹאָר	לא נמצאה התאמה בחדש, אך המילה ניתנת לניחוש יחסית מהשורש הנפוץ "באר/הסביר" - ספק קל בקושי		3	מפורש, מוסבר	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	מַהְבִּיל	"הבל" (השורש) כבר בחדש אך במשמעות המושאלת (הבל הבלים), לא הבל=אד; הקשר למשמעות הפיזית (מעלה אדים) אינו ברור מאליו		3	מעלה אדים, רותח	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מֵי תְּהוֹם	צירוף שקוף יחסית (מי + תהום = מים עמוקים), מונח גיאוגרפי-הידרולוגי ספציפי; "אשד" אינו קשור		3	מים המחלחלים לעומק הקרקע ונאגרים בשכבות סלע נקבוביות	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	מִנְיָן	המשמעות הדתית (מניין לתפילה) שכיחה מאוד, אך משמעויות אחרות (ספירה, שיטת מניין שנים) פחות מוכרות; "התל" אינו קשור		3	סך הפריטים שנספרו; עשרה גברים יהודים בוגרים — המספר המזערי לתפילה בציבור; שיטה לציון שנים	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מַעֲגָן	"עגן" (השורש) עשוי להיות במשפחת החדש; אם מוכר, הנגזרת (מקום עגינה) שקופה יחסית, אך תלוי בהיכרות עם השורש הימי		3	נמל, מרינה, מפרץ קטן המשמש לעגינת כלי שיט	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	נַקְבּוּבִית	"נקב" (חור) כבר במשפחת החדש; נקבובית היא הקטנה שקופה יחסית (חור זעיר), בשימוש בהקשרים מדעיים-טכניים		3	נקב קטן מאוד, חור זעיר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	עָלַב	"כרסם" מתאר פגיעה הדרגתית, לא עלבון ישיר - התאמה חלקית בלבד; המושג עצמו (העלבה) שכיח למדי, גם אם הפועל בבניין קל פחות רגיל		3	העליב, פגע	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	בַּר-כִּבּוּשׁ	כמו "בר-שפיטה", זהו מבנה תחבירי-משפטי/צבאי צר יחסית (שטח בר-כיבוש); "פקד" אינו קשור		4	שאפשר לכבוש אותו	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	הִצְנִיעַ	"בצנעה" כבר במשפחת החדש מאותו שורש (צנע); הפועל "הצניע" קרוב מבחינה מושגית אך אינו זהה תחבירית - חפיפה חלקית		4	הניח דבר מה כך שלא יבלוט, החביא, הסתיר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חַבּוּרָה	"החוה" (סימן בתנועת גוף) אינו קשור; אך "חברבורה" (כתם מנומר) במשפחת החדש קרוב במושג לחבורה - חפיפה חלקית, לא זהה (חברבורה לאו דווקא מחבלה)		4	סימן כחול / נפיחות כתוצאה ממכה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חוּצוֹת	נגזרת/ריבוי ספרותי של המילה הבסיסית "חוץ"; לא ברור אם ראוי כמילת מבחן נפרדת או נגזרת שקופה מדי		4	שטחים פתוחים, רחובות	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	יְבָבָה	"יבב" (השורש, כנראה "יילל") במשפחת החדש - אם משמעותו זהה אז יבבה שם-פעולה שקוף, אך אין הגדרה מאושרת לשורש בטבלה		4	יללה, בכי ממושך או מקוטע (על פי רוב לא חזק)	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	יְדִיד נֶפֶשׁ	הצירוף שקוף יחסית מרכיביו (ידיד, נפש - שתי מילים בסיסיות) וגם מוכר תרבותית כפיוט השבת; ספק אם ראוי כמילת מבחן נפרדת		4	חבר נפש, חבר טוב	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	כְּמִיהָה	"הומה" עשוי לשאת משמעות פיוטית של געגוע (כמו "לב הומה"), אך משמעותו הרגילה "רועש/סואן" - לא ברור אם יש חפיפה אמיתית, אין הגדרה מאושרת בטבלה		4	השתוקקות	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מַהַתַלָה	קרוב מאוד ל"משובת נעורים" הקיים (67% חפיפה), אך זה מדגיש שובבות נעורים ואילו מהתלה תעלול/קונדס כללי יותר ולאו דווקא של צעירים - חפיפה חלקית	משובת נעורים (חפיפה חלקית, לא זהה)	4	שובבות, מעשה קונדסות	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מְחִית	"קרוץ" אינו קשור (ניב "קרוץ מאותו חומר" שונה לגמרי); אך "מחית" (פירה) עשויה להיות שכיחה יחסית בהקשר בישול/מזון תינוקות - ספק קל בשכיחות		4	מאכל עשוי מפירות או ירקות מעוכים, פירה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מִכְסָה	חפיפה נמוכה עם "לכתחלה", אך יש ספק אם "מכסה" (כמות שנקבעה מראש) שכיחה מדי בשיח הכלכלי ("מכסות ייבוא").		4	כמות מסוימת שנקבעה מראש	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מַרְשֶה	"הסמיך" מכסה חלקית (33%) אך מרשה הוא שם עצם משפטי ספציפי (מייפה כוח לשליח); ספק אם ההבדל מספיק ואם זה מונח משפטי צר מדי.		4	אדם המסמיך שליח או עורך דין לפעול בשמו	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	נִפְתָּל	יתכן ש"נפתולים" (משפחה בחדש) כבר מכסה את מובן העקלקלות, אך לנפתל גם מובן נוסף (ערמומי) שלא ברור אם מכוסה.		4	עקלקל, פתלתל; ערמומי, תחבולני	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	שַׁלְשֶׁלֶת	ביטוי "שלשלת אירועים/יוחסין" נפוץ מאוד, יתכן שהמילה מוכרת מדי, אך המובן המילולי (שרשרת מתכת) פחות נפוץ.		4	שרשרת כבדה עשויה טבעות מתכת	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	תָּמַהּ	"פקפק" מכסה רק את המובן המשני (הטלת ספק); המובן העיקרי (התפלאות/השתוממות) אינו מכוסה — יש ספק.		4	התפלא, השתומם; הטיל ספק, התחבט לגבי נכונותו של דבר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	תַּרְעוֹמֶת	חפיפה גבוהה (67%) עם "טינה" אך המשמעויות קרובות ולא זהות (תרעומת=תלונה מובעת, טינה=כעס שמור בלב) — כמו בדוגמת חמה/עברה, נרדפות אינה כפילות.		4	תחושת כעס, רוגז	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	בְּעָתָה	קרוב נושאית ל"הלך אימים" (הטלת פחד) אך בעתה היא תחושה מנקודת מבט החווה, ואילו "הלך אימים" מתאר הטלת פחד על אחרים — יש ספק אם ההבדל מספיק.		5	פחד פתאומי, בהלה, חרדה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	דָּחַק אֶת הַשָעָה	קרוב ל"נמהר" (פזיזות) אך מתמקד ספציפית בכפיית תזמון מוקדם מדי ולא בנמהרות כללית — יש ספק אם ההבדל מספיק.		5	עשה משהו לפני זמנו, נהג בפזיזות	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	הִיפּוֹתֶטִי	מילה בינלאומית שכיחה למדי בשימוש יומיומי בדיונים וויכוחים; ספק אם קשה מספיק כמילת מבחן.		5	משוער, לא ודאי, תאורטי	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הֵלִיט	חפיפה גבוהה (50%) עם "חפה", שתיהן "כיסה/הסתיר" — יתכן כפילות, אך יתכן ניואנס (חפה=הגנה על מישהו, הליט=עטיפה פיזית-מילולית).		5	כיסה, הסתיר (לוֹט - כיסוי)	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חֲדַל פֵּרָעוֹן	מונח משפטי-כלכלי ספציפי (חדלות פרעון); יתכן צר מדי מקצועית, אך גם מופיע בחדשות כלכליות — יש ספק.		5	מי שלא מסוגל לשלם את חובו	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	אולי · לא נבדקה	חִלּוּפֵי גַּבְרֵי	ביטוי נפוץ למדי בעיתונות הפוליטית הישראלית (חילופי אנשי ציבור); יש ספק אם מוכר מדי לתלמיד ממוצע.		5	החלפת בעלי תפקידים	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	אולי · לא נבדקה	מַסָּד	חפיפה גבוהה (50%) עם "כן/כנה" — שתיהן "בסיס עליו נשען משהו", אך מסד ספציפי יותר ליסוד מבנה ואילו כנה כללי יותר; יש ספק.		5	בסיס, יסוד	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מְעֻקָּר	קרוב משפחתית ל"עקר" (עקרות/אי-פוריות), אך המובן הספציפי כאן (חיטוי מוחלט מחיידקים) שונה מהמובן הבסיסי הביולוגי — יש ספק אם ההבחנה מספקת.		5	שעבר חיטוי מוחלט מכל החיידקים שבו, סטֶרילי	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	שָׂטַם	קרוב מאוד ל"שקץ" (תיעב), אך שטם מדגיש איבה/טינה ושקץ מדגיש גועל — יתכן שזו אותה משמעות בפועל		5	שנא, תיעב	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	שָׁעָה קַלָּה	"שלהי" עוסק בסוף תקופה ולא באורך קצר — התאמה שגויה; אך הביטוי נפוץ למדי וייתכן שמוכר לרוב הנבחנים		5	פרק זמן קצר	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	אֶבֶן דֶּרֶךְ	מונח שכיח יחסית בתקשורת ("אבן דרך" במובן ציון דרך), וגם שקוף למדי; לא מכוסה ע"י "תרפה" (נקודת תורפה)		6	נקודת ציון המסמנת אירוע משמעותי בהשתלשלות של מאורעות	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	אַשְׁפָּרָה	מונח טכני צר (תעשיית טקסטיל/בטון), ספק אם מתאים למבחן כללי, אך אינו מכוסה כלל		6	עיבוד מסיים המחזק את איכות הבד; החזקת בטון בלחות לחיזוקו	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	אולי · לא נבדקה	בָּא כֹּחַ	"עמיל" הוא סוכן מכס ספציפי ולא זהה ל"בא כוח" הכללי; אך המונח נפוץ למדי בחדשות משפטיות		6	מורשה, נציג	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	גָּזַר	חלק מהמשמעות ("פסק וקבע") חופף לחרץ, אך "הסיק" אינו מכוסה; גם המילה גזר עצמה שכיחה מאוד ("גזר דין")		6	פסק, קבע פסק דין; הסיק	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	הִגִיר	קרוב מאוד ל"יצק" (שפך נוזל), אך יתכן ניואנס של זרימה (דמעות) מול יציקה/מתכת		6	שפך, הזיל	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חֲמַרְמֹרֶת	מילה שכיחה בעגה יומיומית (המילה הרגילה ל"האנג-אובר"), ייתכן שמוכרת לרוב הנבחנים		6	האנג-אובר	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מָט	ייתכן שהמילה כבר מיוצגת דרך הביטוי "מט לנפל" הקיים בחדש, אך כמילה עצמאית יתכן שהיא נבדלת		6	נע בחוסר יציבות, התנדנד, נטה ליפול	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	נִיבוֹן	תבנית גזירה שקופה (כמו מילון), עלולה להיות קלה לנחש למי שמכיר את המילה "ניב"		6	אוסף ניבים ופתגמים, מילון ניבים	🟢 נקי	ויקיטקסט · נחלת הכלל (טקסט מקורי)
	אולי · לא נבדקה	נֶקְטָר	מותג מיץ מוכר מאוד, ספק אם שכיח מדי, אך יש למילה גם משמעויות נוספות (צוף פרחים, מזון האלים) שאינן טריוויאליות		6	צוף מתוק שפרחים מפרישים כדי למשוך מאביקים; מזון האלים במיתולוגיה היוונית; מיץ פירות סמיך	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	פּוֹלִיגַמְיָה	מילה בינלאומית שקופה למדי ("פולי" מוסבר בהגדרה עצמה כ"הרבה"), ייתכן שקלה לנחש		6	נישואי גבר למספר נשים (פולי - הרבה)	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	פְּרַקְלִיט	"שיג ושיח" אינו קשור במשמעות (עורך דין מול קשר/מגע), אך המילה שכיחה למדי בזכות "פרקליטות המדינה" בחדשות		6	עורך דין, טוען	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	קִרְקֵעַ	שקופה יחסית מ"קרקע" (אדמה), קל לנחש "ריתק לקרקע", אך המובן "ריתק לבית" (עונש) פחות מובן מאליו		6	אסר להמריא, ריתק לקרקע; ריתק לבית	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	אִבֵּק	נגזרת שקופה יחסית מ"אבק", אך יש לה שתי משמעויות מנוגדות (ניקוי אבק מול פיזור אבקה) שקשה לנחש בלי הקשר		7	ניקה מאבק, הוציא אבק; פיזר אבקה על משהו	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	אִשְׁרוּר	מונח נפוץ בחדשות (אשרור הסכמים), אך משמעותו הספציפית (אישור רשמי-סופי) שונה מ"התיר" (שחרור/היתר)		7	אישור סופי	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	בְּדוּתָה	קרוב מאוד ל"כחש" (שקר), אך בדותה מדגישה בדייה/המצאה ולא בהכרח כזב מכוון		7	שקר, דבר בדוי	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	בִּיגַמְיָה	מילה בינלאומית שקופה למדי ("בי"=שתיים), עלולה להיות קלה לנחש		7	נשואי גבר אחד לשתי נשים בו זמנית, נישואים כפולים	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	חֲבַרְבָּר	נגזרת קרובה ל"חברבורה" שכבר בחדש, יתכן ושקופה למי שמכיר אותה		7	בעל חברבורות, מנומר	🟢 נקי	נחלת הכלל / CC0 (לפי ספריא)
	אולי · לא נבדקה	יַנוּקָא	קרוב מאוד ל"עולל", אך ינוקא עשוי לחול גם על ילד קטן מעט יותר מבוגר ולא רק תינוק יונק		7	תינוק	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מַאְפֵּלְיָה	קרוב מאוד ל"צלמות" (חושך כבד), אך צלמות נושאת קונוטציה מקראית של "צל מוות" שאינה בהכרח קיימת במאפליה		7	אפלה גדולה, חשכה כבדה, חושך מוחלט	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מֵלִיץ	המשמעות "מליץ בזכותו" מכוסה למעשה ע"י "מליץ ישר" שכבר בחדש (וכולל את המילה מליץ עצמה), אך המשמעות השנייה "מתורגמן" אינה מכוסה כלל		7	מי שממליץ על מישהו ומדבר בזכותו; מתורגמן	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מַרְזֵחַ	קרוב ל"כרה" (סעודה/משתה), אך מרזח קשור ספציפית לשתייה/הוללות ("בית מרזח"=פאב) בעוד כרה כללי יותר		7	משתה (בית ___ - פאב)	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	מִשְׂגָּב	קרוב מאוד ל"מפלט" (מחסה), אך משגב מדגיש מקום גבוה/מבצר שמפלט אינו כולל בהכרח		7	מקום גבוה שמשמש כמחסה, מצודה	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	נְאָצָה	ייתכן שנאץ (במשפחה) מכסה כנגזרת שקופה, אך תוכחה שונה במהות (נזיפה מוסרית מול גידוף/כפירה) ולא ברור שנאץ אכן מילת ראש בחדש		7	גידוף, דברי בלע	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	נַכְלוּלִי	ייתכן כיסוי חלקי דרך שרלטן/נכלים, אך שרלטן מתמקד בהתחזות למומחה ולא בעורמה/רמאות כללית		7	רמאי, נוכל, מעורפל בכוונותיו	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	רָגַן	חפיפה גבוהה (100%) ב"התלונן", אך התרעם מוסיף רכיב כעס שאינו בהכרח חלק מליבת המשמעות של רגן		7	התלונן	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	רַפְרֶפֶת	ספק בין היותה מנה קולינרית מוכרת יחסית לבין ערך אוצר-מילים אמיתי; התאמה מכנית שגויה דרך "סוג"		7	סוג של קינוח אוורירי, פודינג	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	רָצַץ	חפיפה משמעותית עם נפץ (שבר/ריסק), אך ייתכן ניואנס שונה (מעיכה/דיכוי מול התפוצצות פתאומית)		7	שבר, ריסק, ניפץ	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	שִׁהוּי	מעצור חופף ב"עיכוב" אך מוסיף דגש על מכשול/ריסון עצמי שאינו בהכרח ליבת המשמעות המשפטית של שיהוי		7	עיכוב, איחור	🟢 נקי	ויקינתונים (CC0)
	אולי · לא נבדקה	תִּכְתּוֹבֶת	מילה שכיחה יחסית בעברית עיתונאית-משרדית (התכתבות), ספק אם קשה/נדירה מספיק למבחן		7	חילופי הודעות כתובות בין אנשים או מוסדות; אוסף ההודעות שהוחלפו ביניהם	🟢 נקי	ויקינתונים (CC0)
